source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
gemini,Multimodal integration,Tree-Based,3,0.31,4.41,1.71
gemini,Alignment,Linear,3,0.31,5.88,1.42
gemini,Generation,Kernel Models,3,0.31,20.0,0.4
gemini,Dialogue,Graph Neural Network (Gnn),3,0.31,3.66,1.3
gemini,Generation,RNN,3,0.31,11.11,0.4
gemini,Generation,Linear,3,0.31,5.88,0.4
gemini,Forecasting,Tree-Based,3,0.31,4.41,1.86
gemini,Question answering,Tree-Based,3,0.31,4.41,0.46
gemini,Multimodal integration,Graph Neural Network (Gnn),3,0.31,3.66,1.71
gemini,Clustering,Probabilistic,3,0.31,4.55,7.69
gemini,Classification,Kernel Models,3,0.31,20.0,0.33
gemini,Summarization,Graph Neural Network (Gnn),3,0.31,3.66,1.69
gemini,Dialogue,Tree-Based,2,0.21,2.94,0.87
gemini,Object detection,Tree-Based,2,0.21,2.94,1.89
gemini,Object detection,Reinforcement Learning (Rl),2,0.21,3.51,1.89
gemini,Summarization,Linear,2,0.21,3.92,1.13
gemini,Summarization,Probabilistic,2,0.21,3.03,1.13
gemini,Alignment,CNN,2,0.21,2.25,0.95
gemini,Multimodal integration,Probabilistic,2,0.21,3.03,1.14
gemini,Sequence labeling,Probabilistic,2,0.21,3.03,1.79
gemini,Ranking,Generative,2,0.21,0.14,11.11
gemini,Alignment,Probabilistic,2,0.21,3.03,0.95
gemini,Sequence labeling,Linear,2,0.21,3.92,1.79
gemini,Translation,CNN,2,0.21,2.25,3.57
gemini,Forecasting,Probabilistic,2,0.21,3.03,1.24
gemini,Question answering,Linear,2,0.21,3.92,0.3
gemini,Sequence labeling,CNN,2,0.21,2.25,1.79
gemini,Sequence labeling,Graph Neural Network (Gnn),2,0.21,2.44,1.79
gemini,Alignment,Tree-Based,2,0.21,2.94,0.95
gemini,Retrieval,Reinforcement Learning (Rl),2,0.21,3.51,0.66
gemini,Sequence labeling,Tree-Based,2,0.21,2.94,1.79
gemini,Question answering,Reinforcement Learning (Rl),2,0.21,3.51,0.3
gemini,Decision Making,Generative,2,0.21,0.14,28.57
gemini,Question answering,RNN,2,0.21,7.41,0.3
gemini,Alignment,Graph Neural Network (Gnn),2,0.21,2.44,0.95
gemini,Question answering,Kernel Models,2,0.21,13.33,0.3
gemini,Reasoning,RNN,2,0.21,7.41,0.23
gemini,Regression,RNN,2,0.21,7.41,1.06
gemini,Dialogue,Reinforcement Learning (Rl),2,0.21,3.51,0.87
gemini,Multimodal integration,RNN,2,0.21,7.41,1.14
gemini,Forecasting,CNN,2,0.21,2.25,1.24
gemini,Alignment,Kernel Models,2,0.21,13.33,0.95
gemini,Regression,Kernel Models,1,0.1,6.67,0.53
gemini,Dialogue,Probabilistic,1,0.1,1.52,0.43
gemini,Summarization,CNN,1,0.1,1.12,0.56
gemini,Object detection,Linear,1,0.1,1.96,0.94
gemini,Reasoning,Linear,1,0.1,1.96,0.11
gemini,Dialogue,CNN,1,0.1,1.12,0.43
gemini,Reasoning,Kernel Models,1,0.1,6.67,0.11
gemini,"Dialogue,",Transformer,1,0.1,0.03,100.0
gemini,Dialogue,Linear,1,0.1,1.96,0.43
gemini,Efficiency / Latency Analysis,Transformer,1,0.1,0.03,50.0
gemini,Dialogue,Kernel Models,1,0.1,6.67,0.43
gemini,Retrieval,Kernel Models,1,0.1,6.67,0.33
gemini,Sequence labeling,Kernel Models,1,0.1,6.67,0.89
gemini,Reinforcement learning,Linear,1,0.1,1.96,0.71
gemini,Clustering,Linear,1,0.1,1.96,2.56
gemini,Efficiency / Latency Analysis,Generative,1,0.1,0.07,50.0
gemini,Object detection,Probabilistic,1,0.1,1.52,0.94
gemini,Reinforcement learning,Reinforcement Learning,1,0.1,33.33,0.71
gemini,"Multimodal integration, Alignment",CNN,1,0.1,1.12,33.33
gemini,Clustering,Graph Neural Network (Gnn),1,0.1,1.22,2.56
gemini,Retrieval,Tree-Based,1,0.1,1.47,0.33
gemini,Ranking,CNN,1,0.1,1.12,5.56
gemini,Ranking,Reinforcement Learning (Rl),1,0.1,1.75,5.56
gemini,Ranking,Graph Neural Network (Gnn),1,0.1,1.22,5.56
gemini,Reinforcement learning,RNN,1,0.1,3.7,0.71
gemini,Multimodal integration,Linear,1,0.1,1.96,0.57
gemini,"Multimodal integration, Alignment",Generative,1,0.1,0.07,33.33
gemini,Multimodal integration,Reinforcement Learning,1,0.1,33.33,0.57
gemini,"Multimodal integration, Alignment",Transformer,1,0.1,0.03,33.33
gemini,Clustering,RNN,1,0.1,3.7,2.56
gemini,Alignment,RNN,1,0.1,3.7,0.47
gemini,"Reasoning, Alignment",Generative,1,0.1,0.07,50.0
gemini,"Reasoning, Alignment",Transformer,1,0.1,0.03,50.0
gemini,Ranking,Probabilistic,1,0.1,1.52,5.56
gemini,Object detection,Reinforcement Learning,1,0.1,33.33,0.94
gemini,Sequence labeling,Reinforcement Learning (Rl),1,0.1,1.75,0.89
