source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
gemini,Memory,Anthropic,22,2.31,3.97,3.99
gemini,Decision Making,DeepSeek,21,2.21,9.33,1.87
gemini,Learning,Alibaba / Qwen team,21,2.21,7.78,2.92
gemini,Personality,OpenAI,19,2.0,1.01,25.33
gemini,Learning,Microsoft Research,16,1.68,8.29,2.23
gemini,Theory of Mind,OpenAI,16,1.68,0.85,18.39
gemini,Social Reasoning,Alibaba / Qwen team,16,1.68,5.93,2.16
gemini,Empathy,Google DeepMind,15,1.58,2.96,7.77
gemini,Social Reasoning,Microsoft Research,15,1.58,7.77,2.03
gemini,Theory of Mind,Mistral AI,14,1.47,1.19,16.09
gemini,Attention,DeepSeek,14,1.47,6.22,2.2
gemini,Attention,Microsoft Research,14,1.47,7.25,2.2
gemini,Memory,Alibaba / Qwen team,13,1.37,4.81,2.36
gemini,Cognitive Load,OpenAI,13,1.37,0.69,33.33
gemini,Memory,Microsoft Research,13,1.37,6.74,2.36
gemini,Emotion,Microsoft Research,12,1.26,6.22,2.37
gemini,Learning,DeepSeek,11,1.16,4.89,1.53
gemini,Attention,Hugging Face,11,1.16,7.75,1.73
gemini,Perception,Microsoft Research,10,1.05,5.18,1.74
gemini,Theory of Mind,Other / Academic,10,1.05,0.66,11.49
gemini,Perception,DeepSeek,10,1.05,4.44,1.74
gemini,Learning,Hugging Face,10,1.05,7.04,1.39
gemini,Emotion,Alibaba / Qwen team,10,1.05,3.7,1.98
gemini,Decision Making,Hugging Face,10,1.05,7.04,0.89
gemini,Personality,Anthropic,10,1.05,1.81,13.33
gemini,Personality,Mistral AI,9,0.95,0.76,12.0
gemini,Social Reasoning,DeepSeek,8,0.84,3.56,1.08
gemini,Empathy,Anthropic,8,0.84,1.44,4.15
gemini,Perception,Hugging Face,8,0.84,5.63,1.39
gemini,Cognitive Load,Other / Academic,8,0.84,0.53,20.51
gemini,Social Reasoning,Hugging Face,7,0.74,4.93,0.95
gemini,Personality,Other / Academic,7,0.74,0.46,9.33
gemini,Emotion,DeepSeek,6,0.63,2.67,1.19
gemini,Memory,Hugging Face,6,0.63,4.23,1.09
gemini,Moral Cognition,Alibaba / Qwen team,6,0.63,2.22,1.61
gemini,Moral Cognition,Microsoft Research,6,0.63,3.11,1.61
gemini,Cognitive Load,Meta AI,6,0.63,0.23,15.38
gemini,Theory of Mind,Google DeepMind,6,0.63,1.19,6.9
gemini,Moral Cognition,DeepSeek,5,0.53,2.22,1.34
gemini,Theory of Mind,Anthropic,5,0.53,0.9,5.75
gemini,Moral Cognition,Hugging Face,5,0.53,3.52,1.34
gemini,Cognitive Load,Anthropic,4,0.42,0.72,10.26
gemini,Reasoning,Cohere,4,0.42,20.0,0.18
gemini,Theory of Mind,DeepSeek,4,0.42,1.78,4.6
gemini,Empathy,Microsoft Research,4,0.42,2.07,2.07
gemini,Memory,DeepSeek,3,0.32,1.33,0.54
gemini,Cognitive Load,Google DeepMind,3,0.32,0.59,7.69
gemini,Reasoning,Stability AI,3,0.32,20.0,0.14
gemini,Moral Cognition,Cohere,3,0.32,15.0,0.8
gemini,Emotion,Cohere,3,0.32,15.0,0.59
gemini,Empathy,Alibaba / Qwen team,3,0.32,1.11,1.55
gemini,Perception,Stability AI,3,0.32,20.0,0.52
gemini,Social Reasoning,Cohere,3,0.32,15.0,0.41
gemini,Cognitive Load,Alibaba / Qwen team,2,0.21,0.74,5.13
gemini,Empathy,DeepSeek,2,0.21,0.89,1.04
gemini,Personality,DeepSeek,2,0.21,0.89,2.67
gemini,Decision Making,NVIDIA / NeMo,2,0.21,16.67,0.18
gemini,Moral Cognition,NVIDIA / NeMo,2,0.21,16.67,0.54
gemini,Theory of Mind,Microsoft Research,2,0.21,1.04,2.3
gemini,Personality,Alibaba / Qwen team,2,0.21,0.74,2.67
gemini,Theory of Mind,Alibaba / Qwen team,2,0.21,0.74,2.3
gemini,Reasoning,NVIDIA / NeMo,2,0.21,16.67,0.09
gemini,Problem Solving,NVIDIA / NeMo,2,0.21,16.67,0.16
gemini,Emotion,Stability AI,2,0.21,13.33,0.4
gemini,Emotion,Hugging Face,2,0.21,1.41,0.4
gemini,Attention,Cohere,2,0.21,10.0,0.31
gemini,Problem Solving,Stability AI,2,0.21,13.33,0.16
gemini,Perception,NVIDIA / NeMo,1,0.11,8.33,0.17
gemini,Decision Making,Cohere,1,0.11,5.0,0.09
gemini,Emotion,NVIDIA / NeMo,1,0.11,8.33,0.2
gemini,Learning,Cohere,1,0.11,5.0,0.14
gemini,Memory,Cohere,1,0.11,5.0,0.18
gemini,Empathy,Hugging Face,1,0.11,0.7,0.52
gemini,Personality,Microsoft Research,1,0.11,0.52,1.33
gemini,Personality,Google DeepMind,1,0.11,0.2,1.33
gemini,Cognitive Load,Mistral AI,1,0.11,0.08,2.56
gemini,Learning,Stability AI,1,0.11,6.67,0.14
gemini,Social Reasoning,NVIDIA / NeMo,1,0.11,8.33,0.14
gemini,Empathy,Cohere,1,0.11,5.0,0.52
gemini,Learning,NVIDIA / NeMo,1,0.11,8.33,0.14
gemini,Cognitive Load,Microsoft Research,1,0.11,0.52,2.56
gemini,Reason Making,OpenAI,1,0.11,0.05,33.33
gemini,Reason Making,DeepSeek,1,0.11,0.44,33.33
gemini,Reason Making,Meta AI,1,0.11,0.04,33.33
gemini,Social Reasoning,Stability AI,1,0.11,6.67,0.14
gemini,Memory,Stability AI,1,0.11,6.67,0.18
gemini,Attention,Stability AI,1,0.11,6.67,0.16
gemini,Theory of Mind,Stability AI,1,0.11,6.67,1.15
gemini,Cognitive Load,Hugging Face,1,0.11,0.7,2.56
gemini,Problem Solving,Cohere,1,0.11,5.0,0.08
