source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
gemini,Memory,Tree-Based,1,0.11,1.3,0.36
gemini,Personality,Reinforcement Learning (Rl),1,0.11,1.72,2.5
gemini,Social Reasoning,Reinforcement Learning (Rl),1,0.11,1.72,0.27
gemini,Personality,Probabilistic,1,0.11,1.19,2.5
gemini,Personality,Linear,1,0.11,2.27,2.5
gemini,Personality,Tree-Based,1,0.11,1.3,2.5
gemini,Moral Cognition,Linear,1,0.11,2.27,0.6
gemini,Moral Cognition,Tree-Based,1,0.11,1.3,0.6
gemini,Emotion,Reinforcement Learning (Rl),1,0.11,1.72,0.37
gemini,Cognitive Load,RNN,1,0.11,3.45,4.0
