,count,percent
factcc,3,0.09
wer,3,0.09
cumulativereward,3,0.09
sparsityratio,3,0.09
peakvram,3,0.09
equalizedodds,3,0.09
cachehitrate,3,0.09
fliprate,3,0.09
interactionlatency,3,0.09
acc025,3,0.09
defectionrate,3,0.09
subgoalcompletion,3,0.09
oodgeneralizationgap,2,0.06
inferencethroughput,2,0.06
comet22,2,0.06
energydelayproduct,2,0.06
memoryrecall,2,0.06
averageaccuracy,2,0.06
backwardtransfer,2,0.06
fps,2,0.06
agreementrate,2,0.06
communicationcost,2,0.06
reasoningscore,2,0.06
attentionentropy,2,0.06
aucscore,2,0.06
attackaccuracy,2,0.06
mmluscore,2,0.06
nasatlxscore,2,0.06
reasoningfaithfulness,2,0.06
recall100,2,0.06
averagepayoff,2,0.06
robustnessscore,2,0.06
timeontask,2,0.06
matthewscorrelation,2,0.06
coverageprobability,2,0.06
llmasajudge,2,0.06
verificationaccuracy,2,0.06
logicalconsistencyscore,2,0.06
aucpr,2,0.06
calibrationerror,2,0.06
recall20,2,0.06
uniquecrashes,2,0.06
llmeval,2,0.06
timetobug,2,0.06
averageprecision,2,0.06
jaccardsimilarity,2,0.06
formalequivalencecheck,2,0.06
normalizedlearninggain,2,0.06
rewardmodelscore,2,0.06
aupr,2,0.06
taskaccuracy,2,0.06
paretoefficiency,2,0.06
latency,2,0.06
constraintaccuracy,2,0.06
communicationvolume,2,0.06
hammingdistance,2,0.06
validityrate,2,0.06
makespan,2,0.06
sloattainmentrate,2,0.06
validationloss,2,0.06
routingaccuracy,2,0.06
resolvedrate,2,0.06
jointgoalaccuracy,2,0.06
energyconsumption,2,0.06
solverate,2,0.06
totalvariationdistance,2,0.06
mutualinformation,2,0.06
humanlikertscale,2,0.06
indirecteffect,2,0.06
clusteringaccuracy,2,0.06
llmjudge,2,0.06
modelsize,2,0.06
meaniou,2,0.06
constraintviolationrate,2,0.06
rewardmean,2,0.06
averagetreatmenteffect,2,0.06
hota,2,0.06
mota,2,0.06
rejectionrate,2,0.06
memorybandwidth,2,0.06
trainingtime,2,0.06
gpumemoryusage,2,0.06
answeraccuracy,2,0.06
cleanaccuracy,2,0.06
truthfulnessscore,2,0.06
vulnerabilitydetectionrate,2,0.06
cronbachsalpha,2,0.06
querylatency,2,0.06
temporaliou,2,0.06
maintainabilityindex,2,0.06
normalizedthroughput,2,0.06
stepaccuracy,2,0.06
regret,2,0.06
pathlength,2,0.06
exactsetmatch,2,0.06
fleschkincaidgrade,2,0.06
labeldistribution,2,0.06
searchefficiency,2,0.06
semanticentropy,2,0.06
effectivebitrate,2,0.06
stepcount,2,0.06
rsa,2,0.06
answerrelevance,2,0.06
alignmentaccuracy,2,0.06
privacybudget,2,0.06
hits10,2,0.06
worderrorrate,2,0.06
charactererrorrate,2,0.06
mc1score,2,0.06
vulnerabilityrate,2,0.06
executiontime,2,0.06
cer,2,0.06
localityscore,2,0.06
equalerrorrate,2,0.06
cka,2,0.06
errorrate,2,0.06
averagequerycount,2,0.06
alignmentscore,2,0.06
popeaccuracy,2,0.06
gpt4veval,2,0.06
modelprobability,1,0.03
harmlessrate,1,0.03
boxaccuracy,1,0.03
agentcostefficiency,1,0.03
costpersuccess,1,0.03
sycophancyrate,1,0.03
accuracydrop,1,0.03
confidencedrift,1,0.03
powerlawexponent,1,0.03
heapscoefficient,1,0.03
kolmogorovsmirnovtest,1,0.03
systemlatency,1,0.03
usersatisfaction,1,0.03
integrationtime,1,0.03
turingtestrate,1,0.03
smutilization,1,0.03
l2cachehit,1,0.03
propensitysmellyscore,1,0.03
codesmelldensity,1,0.03
probeaccuracy,1,0.03
acceptancealignment,1,0.03
convergencetime,1,0.03
logfitness,1,0.03
votingalignmentaccuracy,1,0.03
lengthbiascorrelation,1,0.03
searchsteps,1,0.03
correctionaccuracy,1,0.03
matchingstringrate,1,0.03
ccsaccuracy,1,0.03
extractionsuccessrate,1,0.03
workingallianceinventory,1,0.03
helpfulness,1,0.03
safety,1,0.03
derivationaccuracy,1,0.03
stepwisevalidity,1,0.03
entitylevelaccuracy,1,0.03
variationratio,1,0.03
majk,1,0.03
thematicconsistency,1,0.03
surveylikertscores,1,0.03
totalflops,1,0.03
discoveryrate,1,0.03
syntaxcorrectness,1,0.03
shannonentropy,1,0.03
coveragescore,1,0.03
exactmatchscore,1,0.03
intrinsicdimension,1,0.03
explainedvarianceratio,1,0.03
labelflipcount,1,0.03
culturalalignmentscore,1,0.03
stereotypebiasscore,1,0.03
coldstartlatency,1,0.03
cwedensity,1,0.03
sensitivityindex,1,0.03
sentimentconsistency,1,0.03
fidelityscore,1,0.03
humanagreementrate,1,0.03
forgettingscore,1,0.03
miaaccuracy,1,0.03
silhouettecoefficient,1,0.03
daviesbouldinindex,1,0.03
inferenceaccuracy,1,0.03
bitsecuritylevel,1,0.03
ciphertextexpansion,1,0.03
verbalizeduncertainty,1,0.03
clustervariance,1,0.03
validationperplexity,1,0.03
bitaccuracy,1,0.03
seraccuracy,1,0.03
valuealignmentscore,1,0.03
jsdivergence,1,0.03
inversepropensityscore,1,0.03
checkpointoverhead,1,0.03
recoverytime,1,0.03
planningtime,1,0.03
bitwidthaverage,1,0.03
biasscore,1,0.03
drivingscore,1,0.03
routecompletion,1,0.03
infractioncount,1,0.03
redlightviolation,1,0.03
paretohypervolume,1,0.03
locomotionspeed,1,0.03
longestcommonsubsequence,1,0.03
averagepopularity,1,0.03
idiomrecognitionrate,1,0.03
semscore,1,0.03
assertionpassrate,1,0.03
wsc,1,0.03
policysize,1,0.03
martingalescore,1,0.03
llmcallcount,1,0.03
perturbationnorm,1,0.03
logspectraldistance,1,0.03
fréchetaudiodistance,1,0.03
parametermeanerror,1,0.03
geodistanceerror,1,0.03
perspectiveapiscore,1,0.03
individualpayoff,1,0.03
cumulativescore,1,0.03
convergencesteps,1,0.03
tuningtime,1,0.03
samplecomplexity,1,0.03
normalizedregret,1,0.03
bestfoundaccuracy,1,0.03
averagerank,1,0.03
semanticconsistency,1,0.03
chisquaretest,1,0.03
averageturnlength,1,0.03
userretention,1,0.03
classmatchrate,1,0.03
tanimotosimilarity,1,0.03
recall1000,1,0.03
map5095,1,0.03
completeness,1,0.03
giniindex,1,0.03
querycount,1,0.03
nlientailment,1,0.03
llmscore,1,0.03
iobandwidth,1,0.03
99thpercentilelatency,1,0.03
apisuccessrate,1,0.03
biterrorrate,1,0.03
stateaccuracy,1,0.03
beliefaccuracy,1,0.03
offerratio,1,0.03
crracoefficient,1,0.03
totaltokencost,1,0.03
clickthroughrate,1,0.03
conversionrate,1,0.03
humanpreference,1,0.03
reconstructionaccuracy,1,0.03
averagevelocity,1,0.03
3diou,1,0.03
qwkscore,1,0.03
meanrecall,1,0.03
perspectivecoverage,1,0.03
plancost,1,0.03
humanwinrate,1,0.03
visualdependencyindex,1,0.03
subgoalcompletionrate,1,0.03
jsonparserate,1,0.03
schemaadherence,1,0.03
ppametrics,1,0.03
gpuvramusage,1,0.03
intervalwidth,1,0.03
knowledgegain,1,0.03
dwelltime,1,0.03
syntaxvalidityrate,1,0.03
jointreward,1,0.03
exploitability,1,0.03
fidscore,1,0.03
apicallcount,1,0.03
retrievalprecision,1,0.03
verbalizedconfidence,1,0.03
topkoverlap,1,0.03
inversescaling,1,0.03
meanclassaccuracy,1,0.03
fewshotaccuracy,1,0.03
physicsconsistencyscore,1,0.03
averagecausaleffect,1,0.03
factorloadings,1,0.03
irtparameters,1,0.03
attributematchingratio,1,0.03
forgettingmeasure,1,0.03
timetocollision,1,0.03
exposuremetric,1,0.03
zscore,1,0.03
contextswitchoverhead,1,0.03
mcc,1,0.03
toolmisuserate,1,0.03
bestofnaccuracy,1,0.03
responsetoxicity,1,0.03
labelaccuracy,1,0.03
plcc,1,0.03
meanrank,1,0.03
fvd,1,0.03
saferesponserate,1,0.03
formatvalidity,1,0.03
tablebertscore,1,0.03
imagereward,1,0.03
codebleuscore,1,0.03
costpertoken,1,0.03
w4a4accuracy,1,0.03
srcc,1,0.03
contextrecall,1,0.03
validationaccuracy,1,0.03
cumulativeregret,1,0.03
searchcost,1,0.03
memoryfragmentation,1,0.03
asr,1,0.03
precisionrecall,1,0.03
disclosurerate,1,0.03
labelmatchingscore,1,0.03
susscore,1,0.03
taskcompletionrate,1,0.03
languageconsistencyrate,1,0.03
hammingloss,1,0.03
formulationaccuracy,1,0.03
typetokenratio,1,0.03
syntacticcomplexity,1,0.03
firsttokenlatency,1,0.03
hypervolumeindicator,1,0.03
networkavailability,1,0.03
citationrecall,1,0.03
assa,1,0.03
reasoningfidelity,1,0.03
riskscore,1,0.03
bitsperweight,1,0.03
gradientvariance,1,0.03
fieldcoveragerate,1,0.03
dommatchscore,1,0.03
cotfaithfulness,1,0.03
passratedrop,1,0.03
plausibilityrate,1,0.03
vqascore,1,0.03
testpassrate,1,0.03
contextualconsistency,1,0.03
fleisskappa,1,0.03
tripleoverlap,1,0.03
episodelength,1,0.03
cputhroughput,1,0.03
statetrackingaccuracy,1,0.03
rewardstability,1,0.03
cotconsistency,1,0.03
rewardscore,1,0.03
plddt,1,0.03
meanfirstrank,1,0.03
spectralmse,1,0.03
parametermae,1,0.03
agentbelievability,1,0.03
pci20,1,0.03
normalizedexpectedcost,1,0.03
collectivepayoff,1,0.03
scrmsd,1,0.03
tmscore,1,0.03
sequencerecovery,1,0.03
robustaccuracy,1,0.03
runtimespeedup,1,0.03
allreducelatency,1,0.03
ksteststatistic,1,0.03
top1agreement,1,0.03
serendipityscore,1,0.03
fpr95tpr,1,0.03
averagereturn,1,0.03
streetlevelaccuracy,1,0.03
meanerrordistance,1,0.03
countryaccuracy,1,0.03
temporallogiccompliance,1,0.03
tpr1fpr,1,0.03
disparateimpact,1,0.03
noveltyindex,1,0.03
legalmoverate,1,0.03
centipawnloss,1,0.03
estimatedelo,1,0.03
slotaccuracy,1,0.03
sloterrorrate,1,0.03
topsw,1,0.03
searchrate,1,0.03
vmeasure,1,0.03
statecoverage,1,0.03
timetofailure,1,0.03
statefidelity,1,0.03
semanticnoveltyscore,1,0.03
costefficiency,1,0.03
falsealarmrate,1,0.03
sequenceprobability,1,0.03
nmi,1,0.03
ari,1,0.03
peakvramusage,1,0.03
consensusrate,1,0.03
behavioraldrift,1,0.03
staticanalysisscore,1,0.03
fpr95,1,0.03
effectivebandwidth,1,0.03
normalizedscore,1,0.03
constraintsatisfactionrate,1,0.03
forgetaccuracy,1,0.03
hitrate,1,0.03
mrr10,1,0.03
relativeperformancegain,1,0.03
vectororthogonality,1,0.03
compilabilityrate,1,0.03
inferencefps,1,0.03
reasoningaccuracy,1,0.03
looseaccuracy,1,0.03
resolutionrate,1,0.03
checkpointsize,1,0.03
savinglatency,1,0.03
testbenchaccuracy,1,0.03
paren,1,0.03
bugdetectionrate,1,0.03
dragcoefficientaccuracy,1,0.03
symbolicregressionr2,1,0.03
slogoodput,1,0.03
subdomainaccuracy,1,0.03
tokenoverlap,1,0.03
labelconsistency,1,0.03
riskdetectionrate,1,0.03
planfeasibility,1,0.03
parsingrate,1,0.03
solvabilityrate,1,0.03
planoptimality,1,0.03
cohensd,1,0.03
cityaccuracy,1,0.03
goalconditionsuccess,1,0.03
averagesteps,1,0.03
pspk,1,0.03
logloss,1,0.03
downstreamaccuracy,1,0.03
blindrejectionrate,1,0.03
inferencecount,1,0.03
instructionfollowingscore,1,0.03
ned,1,0.03
pairwiseaccuracy,1,0.03
synthesistime,1,0.03
constraintsatisfaction,1,0.03
persuasionrate,1,0.03
buildsuccessrate,1,0.03
resultdeviation,1,0.03
badgeaccuracy,1,0.03
inputperplexity,1,0.03
strouhalnumbererror,1,0.03
amplituderesponsermse,1,0.03
jsonvalidityrate,1,0.03
adefde,1,0.03
ttc,1,0.03
jsd,1,0.03
ablationscore,1,0.03
factualityscore,1,0.03
instructioncompliance,1,0.03
usertrustscore,1,0.03
codeqlalertcount,1,0.03
feedbackacceptance,1,0.03
rmsea,1,0.03
cfi,1,0.03
srmr,1,0.03
examscore,1,0.03
pvalue,1,0.03
qwk,1,0.03
axiserror,1,0.03
ndcg20,1,0.03
precision20,1,0.03
jointaxiserror,1,0.03
defenseefficacy,1,0.03
2v2accuracy,1,0.03
correctionrate,1,0.03
stancedetection,1,0.03
sycophancyscore,1,0.03
validsqlrate,1,0.03
stepredundancyscore,1,0.03
traceaccuracy,1,0.03
hellaswag,1,0.03
standardizationaccuracy,1,0.03
totalwholesalecost,1,0.03
nutritionalconstraintgap,1,0.03
tokenspeedupratio,1,0.03
tokenacceptancerate,1,0.03
averagerewardscore,1,0.03
hit1,1,0.03
entailmentprobability,1,0.03
geometricvalidity,1,0.03
cumulativereturn,1,0.03
humannormalizedscore,1,0.03
meanrelativeerror,1,0.03
fpr,1,0.03
accuracyparity,1,0.03
tprlowfpr,1,0.03
humaninterventionrate,1,0.03
stablerank,1,0.03
languagemodelingscore,1,0.03
pseudologlikelihood,1,0.03
hessiantrace,1,0.03
thermodynamicconsistency,1,0.03
extrapolationerror,1,0.03
wordfrequency,1,0.03
synsetcount,1,0.03
accuracygap,1,0.03
frameadherence,1,0.03
gpt4evaluation,1,0.03
peakgpumemory,1,0.03
apicoverage,1,0.03
bugcount,1,0.03
transferabilityscore,1,0.03
dependencyviolationcount,1,0.03
arcchallenge,1,0.03
llmjudgescore,1,0.03
relationprecision,1,0.03
paretofrontier,1,0.03
sentimentaccuracy,1,0.03
oddsratio,1,0.03
deescalationrate,1,0.03
tracealignment,1,0.03
executionmatch,1,0.03
networkbandwidth,1,0.03
proofpassrate,1,0.03
correctionsuccessrate,1,0.03
povsuccessrate,1,0.03
complementarityscore,1,0.03
jailbreakscore,1,0.03
peaktflops,1,0.03
toolreusescore,1,0.03
jsonvalidity,1,0.03
regard,1,0.03
transfergap,1,0.03
averagetraveltime,1,0.03
queuelength,1,0.03
evasionrate,1,0.03
lec,1,0.03
timetocompromise,1,0.03
oscescores,1,0.03
diagnosisaccuracy,1,0.03
utilityscore,1,0.03
actionvalidityrate,1,0.03
perturbationsensitivity,1,0.03
consensuserror,1,0.03
secs,1,0.03
sonarquberating,1,0.03
binaryaccuracy,1,0.03
dtwdistance,1,0.03
partiou,1,0.03
structuralhammingdistance,1,0.03
structuralinterventiondistance,1,0.03
fprdifference,1,0.03
validityscore,1,0.03
resourceutilization,1,0.03
prepostaccuracy,1,0.03
ngramrepetition,1,0.03
wupalmersimilarity,1,0.03
graphdensity,1,0.03
transitivityviolationrate,1,0.03
paraphraseconsistency,1,0.03
preferencestability,1,0.03
trustalignmentscore,1,0.03
propagationdepth,1,0.03
tokenconsumption,1,0.03
pathvalidity,1,0.03
matthewscorrelationcoefficient,1,0.03
gasusage,1,0.03
syntacticvalidityrate,1,0.03
imagesimilarity,1,0.03
vramusage,1,0.03
aggregatethroughput,1,0.03
jainsfairness,1,0.03
averagelatency,1,0.03
packetloss,1,0.03
sentimentscore,1,0.03
forgetquality,1,0.03
retainaccuracy,1,0.03
mcd,1,0.03
shapvalues,1,0.03
netmonetarybenefit,1,0.03
iterationcount,1,0.03
theoreticaldeviation,1,0.03
terminationrate,1,0.03
pue,1,0.03
carbonintensity,1,0.03
opex,1,0.03
marginoferror,1,0.03
querybudget,1,0.03
legalaccuracy,1,0.03
trajectorymatch,1,0.03
adjustmentfrequency,1,0.03
harmlessnessrate,1,0.03
confidenceintervalwidth,1,0.03
effectivesparsity,1,0.03
detectionauc,1,0.03
riskytoolrate,1,0.03
rubricbasedscore,1,0.03
empathywinrate,1,0.03
logicalvalidity,1,0.03
humansafetyreview,1,0.03
rankcorrelation,1,0.03
comprehensivenessscore,1,0.03
worstgroupaccuracy,1,0.03
riskcoveragearea,1,0.03
policyentropy,1,0.03
codecomplexity,1,0.03
disparityindex,1,0.03
suspicionscore,1,0.03
creativityscore,1,0.03
averageinferencecost,1,0.03
miascore,1,0.03
relearningrate,1,0.03
benignrefusalrate,1,0.03
trainingflops,1,0.03
stabilityrate,1,0.03
voxeliou,1,0.03
leakagerate,1,0.03
treeeditdistance,1,0.03
coveragerate,1,0.03
gamescore,1,0.03
achievementrate,1,0.03
planaccuracy,1,0.03
totalsystemcost,1,0.03
cachecompressionrate,1,0.03
angularerror,1,0.03
kernellatency,1,0.03
ngramdiversity,1,0.03
linearprobingaccuracy,1,0.03
topkexactness,1,0.03
softmaxapproximationerror,1,0.03
falsenegativerate,1,0.03
benignpassrate,1,0.03
guardrailaccuracy,1,0.03
ndcg5,1,0.03
relativepercentagedeviation,1,0.03
meanobjectivecost,1,0.03
meaninferencetime,1,0.03
costpersolve,1,0.03
thematicaccuracy,1,0.03
rulecompliancerate,1,0.03
diacriticerrorrate,1,0.03
hypervolume,1,0.03
harmlessnessscore,1,0.03
marginalcoverage,1,0.03
lcom4,1,0.03
cbo,1,0.03
refactoringaccuracy,1,0.03
gpuhours,1,0.03
parametercount,1,0.03
mmbench,1,0.03
pope,1,0.03
scienceqa,1,0.03
codebertscore,1,0.03
clinicalaccuracyscore,1,0.03
cognitiveloadindex,1,0.03
experthumaneval,1,0.03
metaphorretentionrate,1,0.03
identitydriftrate,1,0.03
roleaccuracy,1,0.03
tflops,1,0.03
codeexecutability,1,0.03
extractionaccuracy,1,0.03
structuralvalidity,1,0.03
topiccoherence,1,0.03
averagesamplecount,1,0.03
rankic,1,0.03
informationcoefficient,1,0.03
longshortreturn,1,0.03
rubricalignmentscore,1,0.03
weat,1,0.03
averagepowerdraw,1,0.03
totalenergyjoules,1,0.03
tokenreductionrate,1,0.03
halsteadcomplexity,1,0.03
jainsfairnessindex,1,0.03
weightedprecision,1,0.03
systemsurvivaltime,1,0.03
refusalmatchrate,1,0.03
costpertask,1,0.03
hrk,1,0.03
maxiou,1,0.03
faultcoverage,1,0.03
xparacon,1,0.03
tripleaccuracy,1,0.03
semanticequivalence,1,0.03
kvcachesize,1,0.03
selectiveaccuracy,1,0.03
apiaccuracy,1,0.03
speedup,1,0.03
dramenergy,1,0.03
counterfactualfairnessgap,1,0.03
formatcompliance,1,0.03
cumulativereturns,1,0.03
sortinoratio,1,0.03
costperformanceratio,1,0.03
pairwisewinrate,1,0.03
geodesicdistance,1,0.03
accuracyk,1,0.03
sari,1,0.03
ragas,1,0.03
totalprofit,1,0.03
roi,1,0.03
noveltyscore,1,0.03
indirectcausaleffect,1,0.03
truthfulnessrate,1,0.03
variancereduction,1,0.03
psychometricslope,1,0.03
resourcedepletionrate,1,0.03
logdistance,1,0.03
analogyaccuracy,1,0.03
humaneval,1,0.03
rubricscore,1,0.03
rsascore,1,0.03
selfexplanationscore,1,0.03
hintusagerate,1,0.03
mqm,1,0.03
editsuccessrate,1,0.03
voltageviolation,1,0.03
operationalcost,1,0.03
lineloading,1,0.03
membershipinference,1,0.03
astmatch,1,0.03
harmrate,1,0.03
averagecost,1,0.03
restraintscore,1,0.03
consistencyrate,1,0.03
standarddeviation,1,0.03
ckasimilarity,1,0.03
safetyalignment,1,0.03
localizationdistance,1,0.03
timetodetection,1,0.03
mapk,1,0.03
uar,1,0.03
jointaccuracy,1,0.03
interpretabilityscore,1,0.03
nasatlx,1,0.03
riskrecall,1,0.03
steeringentropy,1,0.03
perturbationstability,1,0.03
hits1,1,0.03
queryefficiency,1,0.03
programaccuracy,1,0.03
fixrate,1,0.03
costperfix,1,0.03
rewardaccuracy,1,0.03
normalizedmutualinformation,1,0.03
dealrate,1,0.03
jointutility,1,0.03
passkeyaccuracy,1,0.03
vulnerabilityinsertionrate,1,0.03
groupaccuracy,1,0.03
parsingaccuracy,1,0.03
editdistance,1,0.03
filterratio,1,0.03
ipc,1,0.03
completenessscore,1,0.03
mpki,1,0.03
multihopaccuracy,1,0.03
reliabilityscore,1,0.03
portabilityscore,1,0.03
mapiou,1,0.03
temporalaccuracy,1,0.03
moralconsistency,1,0.03
reasoninglength,1,0.03
violationdetectionrate,1,0.03
stlsyntaxaccuracy,1,0.03
successweightedpathlength,1,0.03
testretestreliability,1,0.03
ddirate,1,0.03
selfcheckgpt,1,0.03
nliscore,1,0.03
reidentificationrisk,1,0.03
harmscore,1,0.03
expertcallrate,1,0.03
costsavings,1,0.03
computationtime,1,0.03
crossentropyloss,1,0.03
nexttokenaccuracy,1,0.03
stylesimilarity,1,0.03
voteaccuracy,1,0.03
semanticaccuracy,1,0.03
perceptualsimilarity,1,0.03
degradationrate,1,0.03
hausdorffdistance,1,0.03
symboliceditdistance,1,0.03
r2score,1,0.03
empiricalerrorrate,1,0.03
retainperplexity,1,0.03
cvar,1,0.03
objectivevalue,1,0.03
approximationratio,1,0.03
eloscore,1,0.03
safetyrate,1,0.03
helpfulnessrating,1,0.03
astaccuracy,1,0.03
spectralefficiency,1,0.03
utilitygain,1,0.03
rentreduction,1,0.03
envyfreenessgap,1,0.03
ragasanswerrelevancy,1,0.03
totallatency,1,0.03
selfconsistency,1,0.03
concordancerate,1,0.03
biasfrequency,1,0.03
