metric,GT_percent,GPT-5.1_percent,Gemini_percent,Deepseek_percent,GPT-5.1_over_GT,Gemini_over_GT,Deepseek_over_GT
brierscore,0.191131498470948,0.9939393939393939,0.23830801310694072,0.10434782608695652,5.200290909090909,1.2468275245755138,0.5459478260869565
averagescore,0.191131498470948,0.0,0.0,0.0,0.0,0.0,0.0
cpuutilization,0.1720183486238532,0.3151515151515151,0.0,0.034782608695652174,1.832080808080808,0.0,0.20220289855072465
falsepositiverate,0.1720183486238532,0.048484848484848485,0.3276735180220435,0.06956521739130435,0.28185858585858586,1.904875384768146,0.4044057971014493
asr,0.1720183486238532,0.0,0.02978850163836759,0.06956521739130435,0.0,0.1731704895243769,0.4044057971014493
krippendorffalpha,0.1720183486238532,0.19393939393939394,0.0,0.034782608695652174,1.1274343434343435,0.0,0.20220289855072465
kendallstau,0.1529051987767584,0.0,0.2680965147453083,0.0,0.0,1.7533512064343166,0.0
wilcoxontest,0.1529051987767584,0.0,0.0,0.0,0.0,0.0,0.0
hitrate,0.1529051987767584,0.12121212121212122,0.02978850163836759,0.06956521739130435,0.7927272727272728,0.19481680071492405,0.4549565217391305
map,0.1529051987767584,0.3393939393939394,0.23830801310694072,0.5217391304347826,2.219636363636364,1.5585344057193924,3.4121739130434783
branchcoverage,0.1529051987767584,0.1696969696969697,0.17873100983020554,0.10434782608695652,1.109818181818182,1.1689008042895443,0.6824347826086956
falsepositive,0.1529051987767584,0.048484848484848485,0.0,0.0,0.3170909090909091,0.0,0.0
errorrate,0.1529051987767584,0.07272727272727272,0.05957700327673518,0.10434782608695652,0.47563636363636363,0.3896336014298481,0.6824347826086956
falsenegativerate,0.1529051987767584,0.0,0.02978850163836759,0.0,0.0,0.19481680071492405,0.0
ece,0.1529051987767584,0.24242424242424243,0.14894250819183796,0.10434782608695652,1.5854545454545457,0.9740840035746203,0.6824347826086956
tokencount,0.1529051987767584,0.12121212121212122,0.2978850163836759,0.24347826086956523,0.7927272727272728,1.9481680071492407,1.5923478260869568
cohensd,0.1529051987767584,0.0,0.02978850163836759,0.0,0.0,0.19481680071492405,0.0
cider,0.1529051987767584,1.018181818181818,0.8042895442359249,0.5565217391304348,6.6589090909090904,5.2600536193029495,3.639652173913044
top10accuracy,0.1529051987767584,0.0,0.0,0.0,0.0,0.0,0.0
sensitivity,0.13379204892966362,0.0,0.11915400655347036,0.06956521739130435,0.0,0.8905910889825098,0.5199503105590062
time,0.13379204892966362,0.0,0.0,0.034782608695652174,0.0,0.0,0.2599751552795031
correctness,0.13379204892966362,0.0,0.0,0.0,0.0,0.0,0.0
tokenspersecond,0.13379204892966362,0.3151515151515151,0.506404527852249,0.06956521739130435,2.355532467532467,3.7850121281756666,0.5199503105590062
energyconsumption,0.13379204892966362,0.024242424242424242,0.05957700327673518,0.034782608695652174,0.1811948051948052,0.4452955444912549,0.2599751552795031
meansquarederror,0.13379204892966362,0.19393939393939394,0.17873100983020554,0.24347826086956523,1.4495584415584415,1.3358866334737647,1.8198260869565217
semanticsimilarity,0.13379204892966362,0.0,0.08936550491510277,0.06956521739130435,0.0,0.6679433167368823,0.5199503105590062
memory,0.13379204892966362,0.0,0.0,0.034782608695652174,0.0,0.0,0.2599751552795031
overall,0.13379204892966362,0.0,0.0,0.0,0.0,0.0,0.0
coherence,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
unbalancedaccuracy,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
silhouettescore,0.11467889908256881,0.12121212121212122,0.17873100983020554,0.06956521739130435,1.056969696969697,1.5585344057193922,0.6066086956521739
entropy,0.11467889908256881,0.024242424242424242,0.0,0.10434782608695652,0.21139393939393938,0.0,0.9099130434782607
pflops,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
mrr,0.11467889908256881,0.896969696969697,0.2978850163836759,0.3826086956521739,7.821575757575757,2.5975573428656538,3.3363478260869566
overallscore,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
oddsratio,0.11467889908256881,0.0,0.02978850163836759,0.0,0.0,0.25975573428656534,0.0
detectionrate,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
fscore,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
macroprecision,0.11467889908256881,0.0,0.0,0.0,0.0,0.0,0.0
iou,0.11467889908256881,0.26666666666666666,0.14894250819183796,0.17391304347826086,2.325333333333333,1.2987786714328269,1.5165217391304346
chrf,0.11467889908256881,0.14545454545454545,0.08936550491510277,0.034782608695652174,1.2683636363636361,0.7792672028596961,0.30330434782608695
tokencost,0.11467889908256881,0.21818181818181817,0.14894250819183796,0.06956521739130435,1.9025454545454543,1.2987786714328269,0.6066086956521739
compilationsuccess,0.095565749235474,0.048484848484848485,0.0,0.034782608695652174,0.5073454545454545,0.0,0.36396521739130433
toxicityscore,0.095565749235474,0.3151515151515151,0.47661602621388144,0.48695652173913045,3.297745454545454,4.987310098302055,5.095513043478261
executionaccuracy,0.095565749235474,0.21818181818181817,0.7447125409591897,0.17391304347826086,2.2830545454545454,7.792672028596961,1.8198260869565217
chisquare,0.095565749235474,0.048484848484848485,0.0,0.0,0.5073454545454545,0.0,0.0
completiontime,0.095565749235474,0.0,0.0,0.06956521739130435,0.0,0.0,0.7279304347826087
energy,0.095565749235474,0.024242424242424242,0.0,0.1391304347826087,0.25367272727272727,0.0,1.4558608695652173
jsdivergence,0.095565749235474,0.0,0.02978850163836759,0.034782608695652174,0.0,0.31170688114387846,0.36396521739130433
linecoverage,0.095565749235474,0.09696969696969697,0.11915400655347036,0.06956521739130435,1.014690909090909,1.2468275245755138,0.7279304347826087
detectionaccuracy,0.095565749235474,0.024242424242424242,0.08936550491510277,0.10434782608695652,0.25367272727272727,0.9351206434316354,1.091895652173913
cyclomaticcomplexity,0.095565749235474,0.09696969696969697,0.23830801310694072,0.1391304347826087,1.014690909090909,2.4936550491510276,1.4558608695652173
power,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
mcc,0.095565749235474,0.048484848484848485,0.02978850163836759,0.0,0.5073454545454545,0.31170688114387846,0.0
ndcg10,0.095565749235474,0.5575757575757576,0.7447125409591897,0.06956521739130435,5.834472727272727,7.792672028596961,0.7279304347826087
recall05,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
hallucinationrate,0.095565749235474,0.2909090909090909,0.2978850163836759,0.17391304347826086,3.0440727272727273,3.117068811438785,1.8198260869565217
helpfulness,0.095565749235474,0.0,0.02978850163836759,0.0,0.0,0.31170688114387846,0.0
gpumemory,0.095565749235474,0.048484848484848485,0.0,0.034782608695652174,0.5073454545454545,0.0,0.36396521739130433
meanabsoluteerror,0.095565749235474,0.21818181818181817,0.14894250819183796,0.34782608695652173,2.2830545454545454,1.5585344057193924,3.6396521739130434
responselength,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
safety,0.095565749235474,0.0,0.02978850163836759,0.0,0.0,0.31170688114387846,0.0
jaccardsimilarity,0.095565749235474,0.0,0.05957700327673518,0.034782608695652174,0.0,0.6234137622877569,0.36396521739130433
outputtokens,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
acceptancerate,0.095565749235474,0.07272727272727272,0.14894250819183796,0.1391304347826087,0.7610181818181818,1.5585344057193924,1.4558608695652173
confidenceinterval,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
faithfulness,0.095565749235474,0.0,0.11915400655347036,0.034782608695652174,0.0,1.2468275245755138,0.36396521739130433
steps,0.095565749235474,0.0,0.0,0.0,0.0,0.0,0.0
trainingloss,0.0764525993883792,0.048484848484848485,0.08936550491510277,0.034782608695652174,0.6341818181818182,1.1689008042895443,0.4549565217391305
codebleu,0.0764525993883792,0.6060606060606061,0.7745010425975574,0.48695652173913045,7.927272727272728,10.13047363717605,6.369391304347827
cer,0.0764525993883792,0.048484848484848485,0.05957700327673518,0.06956521739130435,0.6341818181818182,0.7792672028596962,0.909913043478261
totaltokens,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
consistency,0.0764525993883792,0.0,0.0,0.17391304347826086,0.0,0.0,2.274782608695652
compressionratio,0.0764525993883792,0.048484848484848485,0.2680965147453083,0.10434782608695652,0.6341818181818182,3.5067024128686333,1.3648695652173912
autocorrelationcoefficient,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
tokenconsumption,0.0764525993883792,0.0,0.02978850163836759,0.0,0.0,0.3896336014298481,0.0
tokens,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
classificationaccuracy,0.0764525993883792,0.048484848484848485,0.08936550491510277,0.0,0.6341818181818182,1.1689008042895443,0.0
trainingtime,0.0764525993883792,0.048484848484848485,0.05957700327673518,0.17391304347826086,0.6341818181818182,0.7792672028596962,2.274782608695652
totalscore,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
empathy,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
disagreementrate,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
crossentropy,0.0764525993883792,0.024242424242424242,0.0,0.0,0.3170909090909091,0.0,0.0
failurerate,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
fluency,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
fpr,0.0764525993883792,0.0,0.02978850163836759,0.0,0.0,0.3896336014298481,0.0
executability,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
similarityscore,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
coverageaccuracy,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
em,0.0764525993883792,0.0,0.0,0.034782608695652174,0.0,0.0,0.4549565217391305
hitratio,0.0764525993883792,0.0,0.17873100983020554,0.034782608695652174,0.0,2.3378016085790887,0.4549565217391305
generationtime,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
geval,0.0764525993883792,0.0,0.47661602621388144,0.0,0.0,6.23413762287757,0.0
inferencelatency,0.0764525993883792,0.14545454545454545,1.6681560917485851,0.48695652173913045,1.9025454545454545,21.819481680071494,6.369391304347827
taskaccuracy,0.0764525993883792,0.7757575757575758,0.05957700327673518,0.3130434782608696,10.14690909090909,0.7792672028596962,4.094608695652174
bandwidth,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
mannwhitneyu,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
loss,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
l1distance,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
irrelevancescore,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
llmjudge,0.0764525993883792,0.0,0.05957700327673518,0.034782608695652174,0.0,0.7792672028596962,0.4549565217391305
alignmentscore,0.0764525993883792,0.024242424242424242,0.05957700327673518,0.10434782608695652,0.3170909090909091,0.7792672028596962,1.3648695652173912
readability,0.0764525993883792,0.0,0.0,0.034782608695652174,0.0,0.0,0.4549565217391305
recall1,0.0764525993883792,0.19393939393939394,0.08936550491510277,0.17391304347826086,2.5367272727272727,1.1689008042895443,2.274782608695652
icc,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
wer,0.0764525993883792,0.1696969696969697,0.08936550491510277,0.06956521739130435,2.219636363636364,1.1689008042895443,0.909913043478261
pass5,0.0764525993883792,0.048484848484848485,0.0,0.0,0.6341818181818182,0.0,0.0
objectivevalue,0.0764525993883792,0.024242424242424242,0.02978850163836759,0.0,0.3170909090909091,0.3896336014298481,0.0
medianscore,0.0764525993883792,0.0,0.0,0.0,0.0,0.0,0.0
miou,0.0764525993883792,0.024242424242424242,0.0,0.06956521739130435,0.3170909090909091,0.0,0.909913043478261
precision5,0.0764525993883792,0.0,0.2680965147453083,0.0,0.0,3.5067024128686333,0.0
nasatlx,0.0764525993883792,0.07272727272727272,0.02978850163836759,0.06956521739130435,0.9512727272727273,0.3896336014298481,0.909913043478261
rejectionrate,0.0764525993883792,0.024242424242424242,0.05957700327673518,0.0,0.3170909090909091,0.7792672028596962,0.0
novelty,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
p1,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
nmi,0.05733944954128441,0.048484848484848485,0.02978850163836759,0.10434782608695652,0.8455757575757575,0.5195114685731307,1.8198260869565215
passrate,0.05733944954128441,0.024242424242424242,0.3276735180220435,0.17391304347826086,0.42278787878787877,5.714626154304438,3.0330434782608693
parametercount,0.05733944954128441,0.024242424242424242,0.02978850163836759,0.0,0.42278787878787877,0.5195114685731307,0.0
overallaccuracy,0.05733944954128441,0.048484848484848485,0.0,0.0,0.8455757575757575,0.0,0.0
acc,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
pass1accuracy,0.05733944954128441,0.0,0.20851951146857314,0.0,0.0,3.6365802800119154,0.0
peakmemory,0.05733944954128441,0.19393939393939394,0.0,0.034782608695652174,3.38230303030303,0.0,0.6066086956521739
modelsize,0.05733944954128441,0.09696969696969697,0.05957700327673518,0.0,1.691151515151515,1.0390229371462614,0.0
monetarycost,0.05733944954128441,0.0,0.0,0.034782608695652174,0.0,0.0,0.6066086956521739
mcnemartest,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
querycount,0.05733944954128441,0.024242424242424242,0.02978850163836759,0.10434782608695652,0.42278787878787877,0.5195114685731307,1.8198260869565215
aic,0.05733944954128441,0.024242424242424242,0.0,0.034782608695652174,0.42278787878787877,0.0,0.6066086956521739
mape,0.05733944954128441,0.1696969696969697,0.11915400655347036,0.1391304347826087,2.9595151515151517,2.0780458742925227,2.4264347826086956
functionalcorrectness,0.05733944954128441,0.0,0.0,0.06956521739130435,0.0,0.0,1.2132173913043478
selfbleu,0.05733944954128441,0.14545454545454545,0.08936550491510277,0.034782608695652174,2.5367272727272723,1.5585344057193922,0.6066086956521739
gpt4oscore,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
gpt4judge,0.05733944954128441,0.07272727272727272,0.20851951146857314,0.0,1.2683636363636361,3.6365802800119154,0.0
gptscore,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
gpuusage,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
hellingerdistance,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
hota,0.05733944954128441,0.048484848484848485,0.05957700327673518,0.06956521739130435,0.8455757575757575,1.0390229371462614,1.2132173913043478
instructionfollowing,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
inputtokens,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
intraclasscorrelation,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
map50,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
recallk,0.05733944954128441,0.09696969696969697,0.3872505212987787,0.06956521739130435,1.691151515151515,6.7536490914507,1.2132173913043478
recall10,0.05733944954128441,0.3393939393939394,0.2978850163836759,0.20869565217391303,5.919030303030303,5.1951146857313075,3.639652173913043
kendall,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
apicost,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
likertscore,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
llmcalls,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
levenshteindistance,0.05733944954128441,0.0,0.23830801310694072,0.0,0.0,4.1560917485850455,0.0
mannwhitney,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
nrmse,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
nodeaccuracy,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
percentagreement,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
ndcg5,0.05733944954128441,0.024242424242424242,0.02978850163836759,0.034782608695652174,0.42278787878787877,0.5195114685731307,0.6066086956521739
mota,0.05733944954128441,0.048484848484848485,0.05957700327673518,0.06956521739130435,0.8455757575757575,1.0390229371462614,1.2132173913043478
memoryutilization,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
fnr,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
ari,0.05733944954128441,0.048484848484848485,0.02978850163836759,0.10434782608695652,0.8455757575757575,0.5195114685731307,1.8198260869565215
falsenegative,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
sloattainment,0.05733944954128441,0.0,0.0,0.06956521739130435,0.0,0.0,1.2132173913043478
episodicreward,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
stepcount,0.05733944954128441,0.0,0.05957700327673518,0.06956521739130435,0.0,1.0390229371462614,1.2132173913043478
auprc,0.05733944954128441,0.3393939393939394,0.23830801310694072,0.0,5.919030303030303,4.1560917485850455,0.0
decodethroughput,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
taillatency,0.05733944954128441,0.0,0.0,0.06956521739130435,0.0,0.0,1.2132173913043478
area,0.05733944954128441,0.0,0.0,0.034782608695652174,0.0,0.0,0.6066086956521739
syntaxcorrectness,0.05733944954128441,0.0,0.02978850163836759,0.034782608695652174,0.0,0.5195114685731307,0.6066086956521739
taskcompletionrate,0.05733944954128441,0.0,0.02978850163836759,0.034782608695652174,0.0,0.5195114685731307,0.6066086956521739
subansweraccuracy,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
summac,0.05733944954128441,0.024242424242424242,0.0,0.0,0.42278787878787877,0.0,0.0
efficiency,0.05733944954128441,0.0,0.0,0.10434782608695652,0.0,0.0,1.8198260869565215
editdistance,0.05733944954128441,0.1696969696969697,0.02978850163836759,0.034782608695652174,2.9595151515151517,0.5195114685731307,0.6066086956521739
energypertoken,0.05733944954128441,0.19393939393939394,0.08936550491510277,0.1391304347826087,3.38230303030303,1.5585344057193922,2.4264347826086956
endtoendlatency,0.05733944954128441,0.14545454545454545,0.3574620196604111,0.034782608695652174,2.5367272727272723,6.234137622877569,0.6066086956521739
areaoverhead,0.05733944954128441,0.048484848484848485,0.08936550491510277,0.034782608695652174,0.8455757575757575,1.5585344057193922,0.6066086956521739
speedupratio,0.05733944954128441,0.024242424242424242,0.14894250819183796,0.0,0.42278787878787877,2.5975573428656538,0.0
timecost,0.05733944954128441,0.0,0.0,0.06956521739130435,0.0,0.0,1.2132173913043478
correlation,0.05733944954128441,0.0,0.0,0.06956521739130435,0.0,0.0,1.2132173913043478
averageprecision,0.05733944954128441,0.09696969696969697,0.05957700327673518,0.0,1.691151515151515,1.0390229371462614,0.0
completionrate,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
conciseness,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
computationtime,0.05733944954128441,0.07272727272727272,0.02978850163836759,0.06956521739130435,1.2683636363636361,0.5195114685731307,1.2132173913043478
confusionmatrix,0.05733944954128441,0.0,0.17873100983020554,0.0,0.0,3.1170688114387843,0.0
tierate,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
cosinedistance,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
timepertoken,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
averagereward,0.05733944954128441,0.12121212121212122,0.08936550491510277,0.034782608695652174,2.113939393939394,1.5585344057193922,0.6066086956521739
coefficientvariation,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
codecoverage,0.05733944954128441,0.09696969696969697,0.11915400655347036,0.1391304347826087,1.691151515151515,2.0780458742925227,2.4264347826086956
clipscore,0.05733944954128441,0.14545454545454545,0.3574620196604111,0.1391304347826087,2.5367272727272723,6.234137622877569,2.4264347826086956
truepositiverate,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
callaccuracy,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
bandwidthutilization,0.05733944954128441,0.0,0.0,0.034782608695652174,0.0,0.0,0.6066086956521739
unsaferate,0.05733944954128441,0.0,0.0,0.0,0.0,0.0,0.0
truenegative,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
executioncost,0.0382262996941896,0.024242424242424242,0.0,0.0,0.6341818181818182,0.0,0.0
comet,0.0382262996941896,0.19393939393939394,0.08936550491510277,0.0,5.073454545454545,2.3378016085790887,0.0
tbt,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
executableaccuracy,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
evaluationloss,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
taskcompletion,0.0382262996941896,0.024242424242424242,0.0,0.034782608695652174,0.6341818181818182,0.0,0.909913043478261
cramersv,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
energyusage,0.0382262996941896,0.048484848484848485,0.0,0.0,1.2683636363636364,0.0,0.0
chisquared,0.0382262996941896,0.0,0.0,0.034782608695652174,0.0,0.0,0.909913043478261
assa,0.0382262996941896,0.0,0.02978850163836759,0.0,0.0,0.7792672028596962,0.0
unanswerableaccuracy,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
cpumemory,0.0382262996941896,0.0,0.0,0.0,0.0,0.0,0.0
forgettingrate,0.0382262996941896,0.048484848484848485,0.11915400655347036,0.034782608695652174,1.2683636363636364,3.117068811438785,0.909913043478261
elorating,0.0382262996941896,0.048484848484848485,0.11915400655347036,0.034782608695652174,1.2683636363636364,3.117068811438785,0.909913043478261
strictaccuracy,0.0382262996941896,0.0,0.08936550491510277,0.0,0.0,2.3378016085790887,0.0
