,count
optimalitygap,3
harmlessnessscore,3
negativeloglikelihood,3
ckasimilarity,3
consistencyscore,3
truthfulqascore,3
pass10,3
sequenceaccuracy,3
costpertoken,3
qafacteval,3
jensenshannon,3
errorrate,3
memoryfootprint,3
executionsuccess,3
tokenlatency,3
solutionaccuracy,3
sloviolations,3
schemaaccuracy,3
averagereturn,3
cronbachalpha,3
clickthroughrate,3
makespan,3
fid,3
mauve,3
robustaccuracy,3
temporalconsistency,3
namepass1categoryfunctionalcorrectness,2
cputime,2
safetyviolations,2
piirecall,2
querylatency,2
userrating,2
biasscore,2
toolaccuracy,2
expectedcalibration,2
mrr10,2
maintainabilityindex,2
compliancerate,2
defensesuccess,2
vmeasure,2
pass5,2
mcc,2
ari,2
robustnessrate,2
typecategoricalvalues,2
constraintviolation,2
totalcost,2
compressionratio,2
chainaccuracy,2
meanopinionscore,2
gluescore,2
compilationsuccess,2
categorymetricitems,2
silhouette,2
episodereturn,2
speedupfactor,2
interventionrate,2
humanlikert,2
verificationaccuracy,2
trainingthroughput,2
logicalaccuracy,2
pairwiseaccuracy,2
toolcallaccuracy,2
mtbenchscore,2
editsuccess,2
membershipauc,2
aupr,2
aucpr,2
f0rmse,2
nameaccuracycategoryclassification,2
noveltyscore,2
nameauroccategoryranking,2
namecohenkappacategoryagreement,2
rootmeansquarederror,2
nmi,2
areaoverhead,2
classificationaccuracy,2
jointgoalaccuracy,2
likertrating,2
conversationlength,2
mota,2
hota,2
forgettingmeasure,2
averageaccuracy,2
inferencecost,2
executionrate,2
tokenreduction,2
probingaccuracy,2
tokensused,2
treeeditdistance,2
jaccardindex,2
energyusage,2
forgettingrate,2
systemusabilityscale,2
cer,2
sloviolation,2
alpacaevalscore,2
hits1,2
maxdrawdown,2
sortinoratio,2
benignaccuracy,2
mtbench,2
simulationpassrate,2
falsepositive,2
coveragerate,2
coverage,2
plancost,2
cotlength,2
humanjudgment,2
trainingtime,2
expertrating,2
map10,2
truthfulqaaccuracy,2
treeedit,2
ginicoefficient,2
sparsity,2
apicalls,2
safetyviolationrate,2
chisquare,2
constraintaccuracy,2
falsepositiverate,2
uniquecrashes,2
consistencyrate,2
bugcount,2
cumulativereward,2
trainingloss,2
policyregret,2
questeval,2
steptime,2
harmrate,2
recall100,2
wallclocktime,2
validationaccuracy,2
drivingscore,2
gpumemory,2
normalizedgain,2
elorating,2
runtimespeedup,2
weat,2
hellaswag,2
pathefficiency,2
patchsuccess,2
characteraccuracy,2
wordaccuracy,2
bugfixrate,2
overallaccuracy,2
explainedvariance,2
gsm8kaccuracy,2
conversionrate,2
stateconsistency,2
civiolationrate,2
namerecall10categoryretrieval,2
namevaliditycategorygenerationquality,2
relativel2error,2
detectionauroc,2
namendcg10categoryranking,2
precision1,2
latencyms,1
bestobjective,1
recall50,1
vulnrecall,1
vulnprecision,1
analysistime,1
pathcoverage,1
costefficiency,1
honestyscore,1
expertusage,1
computecost,1
planvalidity,1
planlength,1
planningtime,1
piileakagerate,1
3dmap,1
reasoningtokens,1
jaccard,1
gunningfog,1
fleschreading,1
moralacceptability,1
vqascore,1
gradientnorm,1
tioumap,1
sparsitylevel,1
devalscore,1
misc,1
gad7,1
namesparsitycategorycompression,1
namespeedupcategoryefficiency,1
humanagreement,1
nametoxicityscorecategorylinguisticsafety,1
nameethicalstabilitycategorytemporalrobustness,1
namemoralconsistencycategorymoralalignment,1
targetalignment,1
reconstructionerror,1
trustworthiness,1
downstreamaccuracy,1
validationloss,1
falserejection,1
phq9,1
las,1
uas,1
slocompliance,1
smellyscorecorrelation,1
cachemissrate,1
daviesbouldin,1
attackauc,1
parametercount,1
crowspairsscore,1
stereosetbias,1
defensesuccessrate,1
vulnerabilitydensity,1
cvecoverage,1
cwecount,1
taskreward,1
averagesteps,1
mmluaccuracy,1
valuealignmentrate,1
namerougelcategoryexplanation,1
namebleucategoryexplanation,1
namehitrate10categoryranking,1
politicalbalance,1
resolutionsuccessrate,1
conflictdetectionrate,1
emotionaccuracy,1
mushra,1
coverageratio,1
bisectsteps,1
statisticalparity,1
runtimeoverhead,1
arcscore,1
paretospread,1
hypervolume,1
weirdbiasratio,1
hitk,1
smape,1
typearraydescriptionlistofmetricnamesforevaluatinghallucinationandtaskperformanceitemstypestring,1
humanfactuality,1
humanfluency,1
networkutilization,1
recoverytime,1
checkpointoverhead,1
offpolicyevaluation,1
harnesssuccess,1
equivalencerate,1
summac,1
convergencetime,1
reward,1
stoi,1
pesq,1
sdr,1
querycost,1
policycompliance,1
callreduction,1
iou05,1
punaccuracy,1
itemcoverage,1
exposureparity,1
giniindex,1
interactionturns,1
retrievalgrounding,1
trafficlightviolations,1
infractionrate,1
routecompletion,1
bigbench,1
humaneval,1
gsm8k,1
exposurescore,1
ckkssecuritybits,1
cvarloss,1
slaviolationrate,1
99thpercentilelatency,1
totalvariation,1
solutionfeasibility,1
simpleregret,1
prepostgain,1
taskcompletiontime,1
policysize,1
policyrecall,1
policyprecision,1
repairsuccess,1
infractionscore,1
routesuccess,1
map05095,1
map05,1
constraintfeasibility,1
intervalcoverage,1
powerconsumption,1
clockfrequency,1
resourceutilization,1
equivalencechecking,1
patchsimilarity,1
behavioralequivalence,1
cachehitrate,1
userstudy,1
fréchetinceptiondistance,1
refused,1
persuasionsuccess,1
distinctn,1
consistencyaccuracy,1
nametop1accuracycategoryreactionprediction,1
exposure,1
comfortscore,1
lanekeepingerror,1
attributematch,1
svcca,1
surprisalgap,1
nameprecisionkcategoryretrieval,1
grapheditdistance,1
exploitabilityscore,1
activationsparsity,1
simulationvalidity,1
diagnosisaccuracy,1
medianrank,1
costpertask,1
executionlatency,1
objectivegap,1
nameattacksuccessrate,1
kappascore,1
solveraccuracy,1
crowspairs,1
distortion,1
meanrank,1
kendall,1
crowsbias,1
stereoscore,1
categorymetricvalues,1
jsonvalidity,1
categoryevaluationmetricvaluetypestringcardinalityoneormoredescriptionnamesofspecificmetricstoevaluateplanningqualityexecutionsuccessandgeneralization,1
rulevalidity,1
unsafecontentrate,1
teeoverhead,1
tprfpr,1
motp,1
citationrecall,1
citationprecision,1
hsklevelmae,1
humancorrelation,1
concealmentrate,1
disclosurerate,1
pixelaccuracy,1
ap50,1
likertratings,1
userstudyscore,1
meanreward,1
chisquaredistance,1
earthmoverdistance,1
nametransfersuccessrate,1
nameaveragequeries,1
rosettascore,1
sequenceidentity,1
plddt,1
rmsd,1
tmscore,1
oodaccuracy,1
ser,1
moveoptimality,1
cpulatency,1
tasklevelcoordinationlevel,1
fieldcoverage,1
instructionadherence,1
functionalaccuracy,1
judgmentcost,1
toolmisuserate,1
likertquality,1
humanaccuracy,1
serendipity10,1
faithfulnessscore,1
tooluseprecision,1
namerougelcategorygenerationmetric,1
namebleucategorygenerationmetric,1
nameaccuracycategoryclassificationmetric,1
allreducetime,1
diversity,1
stereoset,1
assertioncoverage,1
lexicalaccuracy,1
vulnerabilityfixrate,1
bugdiscovery,1
namemapcategoryranking,1
piiexposure,1
passatk,1
costratio,1
adaptationlatency,1
scalingefficiency,1
patternfidelity,1
behaviordiversity,1
spectralanglemapper,1
bcubed,1
tokenperplexity,1
searchcalls,1
controlprecision,1
traitalignment,1
harmscore,1
rewardauc,1
stepefficiency,1
moveaccuracy,1
examscore,1
turnaccuracy,1
timetobug,1
savetime,1
checkpointsize,1
energyconsumption,1
hierarchicalcoverage,1
parallelconstructcoverage,1
fpr95,1
guidelinecompliance,1
hr10,1
normalizedscore,1
energypermac,1
qags,1
kernelruntime,1
crashcount,1
patchsuccessrate,1
normalizedmi,1
validityrate,1
latencyoverhead,1
riskscore,1
lemmaaccuracy,1
posaccuracy,1
latencyslo,1
goodput,1
aic,1
extremismindex,1
feasibilityscore,1
jailbreakdiversity,1
testgenerationtime,1
contextobedience,1
planoptimality,1
tokenspersuggestion,1
suggestionlatency,1
rejectionrate,1
cellaccuracy,1
alignmentscore,1
moralaccuracy,1
decisionconcordance,1
likertscore,1
nametoxicityratecategorysafetyrisk,1
nameharmlessnesscategoryalignmentsafety,1
namehelpfulnesscategoryalignmentquality,1
namemtbenchscorecategorygeneralquality,1
actionsequenceaccuracy,1
solvablerate,1
entropy,1
overfittingrate,1
coldstartrecall,1
levelaccuracy,1
attitudeshift,1
persuasionrate,1
retrievalrecall,1
safetypreservation,1
barriervalidity,1
piiprecision,1
valueconflictrate,1
safecompletionrate,1
preferenceaccuracy,1
privacyrisk,1
medianerror,1
meanhaversine,1
rewardmse,1
worderrorrate,1
charactererrorrate,1
traceabilityscore,1
stepredundancy,1
brier,1
executiontime,1
factscore,1
brainscore,1
urdfsuccessrate,1
jointangleerror,1
hitratio10,1
ndcg20,1
flopsreduction,1
miou,1
stereosetscore,1
causaleffect,1
energyresidual,1
trustlikert,1
harmlessnessrate,1
answerconsistency,1
convergencespeed,1
tardiness,1
rewardmean,1
toolsuccess,1
humanscore,1
walltimespeedup,1
judgescore,1
trainingflops,1
arc,1
codesmells,1
technicaldebt,1
architecturecompliance,1
transferrate,1
temporalmap,1
communicationcost,1
stereotyperate,1
endpointcoverage,1
reasoninglength,1
distinct3,1
zipfcoefficient,1
typetokenratio,1
crashrate,1
edgecoverage,1
timetotarget,1
memorybandwidth,1
executioncost,1
rmsea,1
cfi,1
mcdonaldsomega,1
packetdeliveryratio,1
endtoenddelay,1
meanregret,1
paymentvariance,1
manipulationsuccess,1
tokenoverhead,1
symbolicaccuracy,1
efficiencyscore,1
energy,1
throughputqps,1
namehitrate1categoryretrieval,1
mmd,1
graphedit,1
wassersteindistance,1
ksstatistic,1
fleschkincaid,1
namecyclomaticcomplexitycategorymaintainabilitystatic,1
nameexactmatchcategorypatchsimilarity,1
planaccuracy,1
rewardreturn,1
contextconsistency,1
bandwidthusage,1
envsuccessrate,1
tracefidelity,1
resolutionrate,1
layoutiou,1
detectionaccuracy,1
evaluationcount,1
toxicityreduction,1
denotationaccuracy,1
subsetaccuracy,1
networkthroughput,1
timetodetection,1
evasionrate,1
traveltime,1
superglue,1
nameruntimecategoryefficiency,1
namecodebleucategorysimilarity,1
namepasskcategorytasksuccess,1
defenserecall,1
cloudcost,1
povblockrate,1
truthfulqa,1
harmbenchscore,1
namesecurityalertscategorysecuritystatic,1
namememoryoverheadcategoryruntimeperformance,1
nameexecutiontimecategoryruntimeperformance,1
namemaintainabilityindexcategorymaintainabilitystatic,1
fid3d,1
partiou,1
netbenefit,1
speakereer,1
speakercosine,1
mcd,1
cmos,1
tailvar,1
codesuccess,1
solvetime,1
constraintviolations,1
furnitureiou,1
contextretention,1
globalrating,1
oscescore,1
commandlatency,1
agreementscore,1
chair,1
humanacceptance,1
faultrecall,1
gasused,1
toolmisuse,1
watermarkauc,1
backdoorasr,1
meanaverageprecision,1
patchrecall,1
compilesuccessrate,1
regressionpassrate,1
userstudyrating,1
proofsuccess,1
structuralinterventiondistance,1
structuralhammingdistance,1
harmlessness,1
navigationsteps,1
speedupratio,1
poisonedaccuracy,1
utilityretention,1
membershipinference,1
likertsatisfaction,1
reflectionquality,1
safetyrate,1
packetloss,1
repetitionrate,1
testaccuracy,1
bitsperweight,1
executionsuccessrate,1
constraintsatisfaction,1
syntaxvalidity,1
contentsafety,1
responsehelpfulness,1
tokensperwatt,1
equitygap,1
gradeimprovement,1
taskcompletion,1
codequality,1
selectiverisk,1
balancedaccuracy,1
offpolicyrisk,1
policyvalueerror,1
clinicianrating,1
sliceaccuracy,1
tasklevelsteplevelefficiency,1
cindex,1
toxicity,1
averagewait,1
chargingutilization,1
peakload,1
subgoalcompletion,1
crafterscore,1
privacyleakage,1
queryexecutionaccuracy,1
assemblysuccess,1
lpips,1
ssim,1
offlinethroughput,1
trainingtokens,1
sparsityrate,1
jainfairness,1
averagethroughput,1
distinct4,1
averageretries,1
solverate,1
responsibilityscore,1
apicost,1
bestknowngap,1
objectivevalue,1
bincount,1
blockrate,1
decodingspeedup,1
softmaxlinf,1
runtimespeed,1
unittests,1
kernelthroughput,1
categoryrlperformancemetrics,1
pathlength,1
videoqaaccuracy,1
structuraldiversity,1
intentpreservation,1
deceptionrate,1
averagepayoff,1
responsequalityscore,1
echoingfrequency,1
identitydriftrate,1
clinicalaccuracy,1
comprehensionscore,1
metaphoradequacy,1
stylevariance,1
verbosityratio,1
searchtime,1
compilerate,1
sequencelength,1
dollarcost,1
autonomyscore,1
tasklatency,1
taskcost,1
contentharmfulness,1
nashwelfare,1
halsteadvolume,1
averagepower,1
stereotypebias,1
fde,1
ade,1
rankic,1
informationratio,1
topkmatch,1
searchcost,1
temporaliou,1
crossentropy,1
mediandistance,1
meandistanceerror,1
tourlength,1
regretn,1
fitnessimprovement,1
controllerarea,1
controllerpower,1
energyperbit,1
speedup,1
kernellatency,1
abstentionaccuracy,1
safetyrating,1
permutationbias,1
bitsperbase,1
xparacon,1
faultcoverage,1
severityscore,1
coordinationscore,1
voltageviolations,1
categorymetricvaluetypestringarraydescriptionquantitativemetricstoevaluateperformanceonclassificationdetectionsegmentationandvqastyletasksexamplevalues,1
loglikelihood,1
rubricscore,1
robustnessindex,1
regret,1
totalprofit,1
gptscore,1
planqualityscore,1
kanonymity,1
reactiontime,1
goalsuccess,1
groundingaccuracy,1
humanfaithfulness,1
worksaved,1
turnefficiency,1
unweightedaveragerecall,1
tokensperjoule,1
localizationerror,1
falsenegative,1
judgeagreement,1
languageidaccuracy,1
optioninvariance,1
editconsistency,1
matthewscorrelation,1
iouaccuracy,1
llmcallrate,1
taskperformanceoverthinkingbehaviorbackdooreffect,1
overreachrate,1
completenessscore,1
nameaccuracycategorytaskperformance,1
nameperplexitycategorylanguagemodeling,1
parsingaccuracy,1
longbenchscore,1
humanlikeness,1
utilitygap,1
eloscore,1
numericaccuracy,1
readabilityscore,1
passrate,1
zipfexponent,1
epsilondp,1
typearrayitemstypestringmaxwords3descriptionspecificevaluationmetricnamedescriptionlistofoneormoremetricstomeasurestanceinferenceperformance,1
querycount,1
lanedeviation,1
numberneededscreening,1
stereotypescore,1
runtimelatency,1
feverscore,1
correctionrate,1
bitaccuracy,1
frechetmotiondistance,1
mpjpe,1
cooperationstability,1
meanpayoff,1
averagecooperation,1
policyviolation,1
gpumemoryutilization,1
timetofirsttoken,1
coldstartlatency,1
logicalequivalence,1
attackaccuracy,1
smutilization,1
decodelatency,1
prefilllatency,1
susscore,1
eer,1
cvarrisk,1
clientdrift,1
paretohypervolume,1
diacriticerrorrate,1
wordlengthmse,1
perclassaccuracy,1
episodelength,1
ndcg5,1
hammingloss,1
heapsexponent,1
hausdorffdistance,1
