,count,percent
expectedcalibration,2,0.05
mrr10,2,0.05
maintainabilityindex,2,0.05
compliancerate,2,0.05
defensesuccess,2,0.05
vmeasure,2,0.05
pass5,2,0.05
mcc,2,0.05
ari,2,0.05
robustnessrate,2,0.05
typecategoricalvalues,2,0.05
constraintviolation,2,0.05
totalcost,2,0.05
compressionratio,2,0.05
chainaccuracy,2,0.05
meanopinionscore,2,0.05
gluescore,2,0.05
compilationsuccess,2,0.05
categorymetricitems,2,0.05
silhouette,2,0.05
episodereturn,2,0.05
speedupfactor,2,0.05
interventionrate,2,0.05
humanlikert,2,0.05
verificationaccuracy,2,0.05
trainingthroughput,2,0.05
logicalaccuracy,2,0.05
pairwiseaccuracy,2,0.05
toolcallaccuracy,2,0.05
mtbenchscore,2,0.05
editsuccess,2,0.05
membershipauc,2,0.05
aupr,2,0.05
aucpr,2,0.05
f0rmse,2,0.05
nameaccuracycategoryclassification,2,0.05
noveltyscore,2,0.05
nameauroccategoryranking,2,0.05
namecohenkappacategoryagreement,2,0.05
rootmeansquarederror,2,0.05
nmi,2,0.05
areaoverhead,2,0.05
classificationaccuracy,2,0.05
jointgoalaccuracy,2,0.05
likertrating,2,0.05
conversationlength,2,0.05
mota,2,0.05
hota,2,0.05
forgettingmeasure,2,0.05
averageaccuracy,2,0.05
inferencecost,2,0.05
executionrate,2,0.05
tokenreduction,2,0.05
probingaccuracy,2,0.05
tokensused,2,0.05
treeeditdistance,2,0.05
jaccardindex,2,0.05
energyusage,2,0.05
forgettingrate,2,0.05
systemusabilityscale,2,0.05
cer,2,0.05
sloviolation,2,0.05
alpacaevalscore,2,0.05
hits1,2,0.05
maxdrawdown,2,0.05
sortinoratio,2,0.05
benignaccuracy,2,0.05
mtbench,2,0.05
simulationpassrate,2,0.05
falsepositive,2,0.05
coveragerate,2,0.05
coverage,2,0.05
plancost,2,0.05
cotlength,2,0.05
humanjudgment,2,0.05
trainingtime,2,0.05
expertrating,2,0.05
map10,2,0.05
truthfulqaaccuracy,2,0.05
treeedit,2,0.05
ginicoefficient,2,0.05
sparsity,2,0.05
apicalls,2,0.05
safetyviolationrate,2,0.05
chisquare,2,0.05
constraintaccuracy,2,0.05
falsepositiverate,2,0.05
uniquecrashes,2,0.05
consistencyrate,2,0.05
bugcount,2,0.05
cumulativereward,2,0.05
trainingloss,2,0.05
policyregret,2,0.05
questeval,2,0.05
steptime,2,0.05
harmrate,2,0.05
recall100,2,0.05
wallclocktime,2,0.05
validationaccuracy,2,0.05
drivingscore,2,0.05
gpumemory,2,0.05
normalizedgain,2,0.05
elorating,2,0.05
runtimespeedup,2,0.05
weat,2,0.05
hellaswag,2,0.05
pathefficiency,2,0.05
patchsuccess,2,0.05
characteraccuracy,2,0.05
wordaccuracy,2,0.05
bugfixrate,2,0.05
overallaccuracy,2,0.05
explainedvariance,2,0.05
gsm8kaccuracy,2,0.05
conversionrate,2,0.05
stateconsistency,2,0.05
civiolationrate,2,0.05
namerecall10categoryretrieval,2,0.05
namevaliditycategorygenerationquality,2,0.05
relativel2error,2,0.05
detectionauroc,2,0.05
namendcg10categoryranking,2,0.05
precision1,2,0.05
latencyms,1,0.02
bestobjective,1,0.02
recall50,1,0.02
vulnrecall,1,0.02
vulnprecision,1,0.02
analysistime,1,0.02
pathcoverage,1,0.02
costefficiency,1,0.02
honestyscore,1,0.02
expertusage,1,0.02
computecost,1,0.02
planvalidity,1,0.02
planlength,1,0.02
planningtime,1,0.02
piileakagerate,1,0.02
3dmap,1,0.02
reasoningtokens,1,0.02
jaccard,1,0.02
gunningfog,1,0.02
fleschreading,1,0.02
moralacceptability,1,0.02
vqascore,1,0.02
gradientnorm,1,0.02
tioumap,1,0.02
sparsitylevel,1,0.02
devalscore,1,0.02
misc,1,0.02
gad7,1,0.02
namesparsitycategorycompression,1,0.02
namespeedupcategoryefficiency,1,0.02
humanagreement,1,0.02
nametoxicityscorecategorylinguisticsafety,1,0.02
nameethicalstabilitycategorytemporalrobustness,1,0.02
namemoralconsistencycategorymoralalignment,1,0.02
targetalignment,1,0.02
reconstructionerror,1,0.02
trustworthiness,1,0.02
downstreamaccuracy,1,0.02
validationloss,1,0.02
falserejection,1,0.02
phq9,1,0.02
las,1,0.02
uas,1,0.02
slocompliance,1,0.02
smellyscorecorrelation,1,0.02
cachemissrate,1,0.02
daviesbouldin,1,0.02
attackauc,1,0.02
parametercount,1,0.02
crowspairsscore,1,0.02
stereosetbias,1,0.02
defensesuccessrate,1,0.02
vulnerabilitydensity,1,0.02
cvecoverage,1,0.02
cwecount,1,0.02
taskreward,1,0.02
averagesteps,1,0.02
mmluaccuracy,1,0.02
valuealignmentrate,1,0.02
namerougelcategoryexplanation,1,0.02
namebleucategoryexplanation,1,0.02
namehitrate10categoryranking,1,0.02
politicalbalance,1,0.02
resolutionsuccessrate,1,0.02
conflictdetectionrate,1,0.02
emotionaccuracy,1,0.02
mushra,1,0.02
coverageratio,1,0.02
bisectsteps,1,0.02
statisticalparity,1,0.02
runtimeoverhead,1,0.02
arcscore,1,0.02
paretospread,1,0.02
hypervolume,1,0.02
weirdbiasratio,1,0.02
hitk,1,0.02
smape,1,0.02
typearraydescriptionlistofmetricnamesforevaluatinghallucinationandtaskperformanceitemstypestring,1,0.02
humanfactuality,1,0.02
humanfluency,1,0.02
networkutilization,1,0.02
recoverytime,1,0.02
checkpointoverhead,1,0.02
offpolicyevaluation,1,0.02
harnesssuccess,1,0.02
equivalencerate,1,0.02
summac,1,0.02
convergencetime,1,0.02
reward,1,0.02
stoi,1,0.02
pesq,1,0.02
sdr,1,0.02
querycost,1,0.02
policycompliance,1,0.02
callreduction,1,0.02
iou05,1,0.02
punaccuracy,1,0.02
itemcoverage,1,0.02
exposureparity,1,0.02
giniindex,1,0.02
interactionturns,1,0.02
retrievalgrounding,1,0.02
trafficlightviolations,1,0.02
infractionrate,1,0.02
routecompletion,1,0.02
bigbench,1,0.02
humaneval,1,0.02
gsm8k,1,0.02
exposurescore,1,0.02
ckkssecuritybits,1,0.02
cvarloss,1,0.02
slaviolationrate,1,0.02
99thpercentilelatency,1,0.02
totalvariation,1,0.02
solutionfeasibility,1,0.02
simpleregret,1,0.02
prepostgain,1,0.02
taskcompletiontime,1,0.02
policysize,1,0.02
policyrecall,1,0.02
policyprecision,1,0.02
repairsuccess,1,0.02
infractionscore,1,0.02
routesuccess,1,0.02
map05095,1,0.02
map05,1,0.02
constraintfeasibility,1,0.02
intervalcoverage,1,0.02
powerconsumption,1,0.02
clockfrequency,1,0.02
resourceutilization,1,0.02
equivalencechecking,1,0.02
patchsimilarity,1,0.02
behavioralequivalence,1,0.02
cachehitrate,1,0.02
userstudy,1,0.02
fréchetinceptiondistance,1,0.02
refused,1,0.02
persuasionsuccess,1,0.02
distinctn,1,0.02
consistencyaccuracy,1,0.02
nametop1accuracycategoryreactionprediction,1,0.02
exposure,1,0.02
comfortscore,1,0.02
lanekeepingerror,1,0.02
attributematch,1,0.02
svcca,1,0.02
surprisalgap,1,0.02
nameprecisionkcategoryretrieval,1,0.02
grapheditdistance,1,0.02
exploitabilityscore,1,0.02
activationsparsity,1,0.02
simulationvalidity,1,0.02
diagnosisaccuracy,1,0.02
medianrank,1,0.02
costpertask,1,0.02
executionlatency,1,0.02
objectivegap,1,0.02
nameattacksuccessrate,1,0.02
kappascore,1,0.02
solveraccuracy,1,0.02
crowspairs,1,0.02
distortion,1,0.02
meanrank,1,0.02
kendall,1,0.02
crowsbias,1,0.02
stereoscore,1,0.02
categorymetricvalues,1,0.02
jsonvalidity,1,0.02
categoryevaluationmetricvaluetypestringcardinalityoneormoredescriptionnamesofspecificmetricstoevaluateplanningqualityexecutionsuccessandgeneralization,1,0.02
rulevalidity,1,0.02
unsafecontentrate,1,0.02
teeoverhead,1,0.02
tprfpr,1,0.02
motp,1,0.02
citationrecall,1,0.02
citationprecision,1,0.02
hsklevelmae,1,0.02
humancorrelation,1,0.02
concealmentrate,1,0.02
disclosurerate,1,0.02
pixelaccuracy,1,0.02
ap50,1,0.02
likertratings,1,0.02
userstudyscore,1,0.02
meanreward,1,0.02
chisquaredistance,1,0.02
earthmoverdistance,1,0.02
nametransfersuccessrate,1,0.02
nameaveragequeries,1,0.02
rosettascore,1,0.02
sequenceidentity,1,0.02
plddt,1,0.02
rmsd,1,0.02
tmscore,1,0.02
oodaccuracy,1,0.02
ser,1,0.02
moveoptimality,1,0.02
cpulatency,1,0.02
tasklevelcoordinationlevel,1,0.02
fieldcoverage,1,0.02
instructionadherence,1,0.02
functionalaccuracy,1,0.02
judgmentcost,1,0.02
toolmisuserate,1,0.02
likertquality,1,0.02
humanaccuracy,1,0.02
serendipity10,1,0.02
faithfulnessscore,1,0.02
tooluseprecision,1,0.02
namerougelcategorygenerationmetric,1,0.02
namebleucategorygenerationmetric,1,0.02
nameaccuracycategoryclassificationmetric,1,0.02
allreducetime,1,0.02
diversity,1,0.02
stereoset,1,0.02
assertioncoverage,1,0.02
lexicalaccuracy,1,0.02
vulnerabilityfixrate,1,0.02
bugdiscovery,1,0.02
namemapcategoryranking,1,0.02
piiexposure,1,0.02
passatk,1,0.02
costratio,1,0.02
adaptationlatency,1,0.02
scalingefficiency,1,0.02
patternfidelity,1,0.02
behaviordiversity,1,0.02
spectralanglemapper,1,0.02
bcubed,1,0.02
tokenperplexity,1,0.02
searchcalls,1,0.02
controlprecision,1,0.02
traitalignment,1,0.02
harmscore,1,0.02
rewardauc,1,0.02
stepefficiency,1,0.02
moveaccuracy,1,0.02
examscore,1,0.02
turnaccuracy,1,0.02
timetobug,1,0.02
savetime,1,0.02
checkpointsize,1,0.02
energyconsumption,1,0.02
hierarchicalcoverage,1,0.02
parallelconstructcoverage,1,0.02
fpr95,1,0.02
guidelinecompliance,1,0.02
hr10,1,0.02
normalizedscore,1,0.02
energypermac,1,0.02
qags,1,0.02
kernelruntime,1,0.02
crashcount,1,0.02
patchsuccessrate,1,0.02
normalizedmi,1,0.02
validityrate,1,0.02
latencyoverhead,1,0.02
riskscore,1,0.02
lemmaaccuracy,1,0.02
posaccuracy,1,0.02
latencyslo,1,0.02
goodput,1,0.02
aic,1,0.02
extremismindex,1,0.02
feasibilityscore,1,0.02
jailbreakdiversity,1,0.02
testgenerationtime,1,0.02
contextobedience,1,0.02
planoptimality,1,0.02
tokenspersuggestion,1,0.02
suggestionlatency,1,0.02
rejectionrate,1,0.02
cellaccuracy,1,0.02
alignmentscore,1,0.02
moralaccuracy,1,0.02
decisionconcordance,1,0.02
likertscore,1,0.02
nametoxicityratecategorysafetyrisk,1,0.02
nameharmlessnesscategoryalignmentsafety,1,0.02
namehelpfulnesscategoryalignmentquality,1,0.02
namemtbenchscorecategorygeneralquality,1,0.02
actionsequenceaccuracy,1,0.02
solvablerate,1,0.02
entropy,1,0.02
overfittingrate,1,0.02
coldstartrecall,1,0.02
levelaccuracy,1,0.02
attitudeshift,1,0.02
persuasionrate,1,0.02
retrievalrecall,1,0.02
safetypreservation,1,0.02
barriervalidity,1,0.02
piiprecision,1,0.02
valueconflictrate,1,0.02
safecompletionrate,1,0.02
preferenceaccuracy,1,0.02
privacyrisk,1,0.02
medianerror,1,0.02
meanhaversine,1,0.02
rewardmse,1,0.02
worderrorrate,1,0.02
charactererrorrate,1,0.02
traceabilityscore,1,0.02
stepredundancy,1,0.02
brier,1,0.02
executiontime,1,0.02
factscore,1,0.02
brainscore,1,0.02
urdfsuccessrate,1,0.02
jointangleerror,1,0.02
hitratio10,1,0.02
ndcg20,1,0.02
flopsreduction,1,0.02
miou,1,0.02
stereosetscore,1,0.02
causaleffect,1,0.02
energyresidual,1,0.02
trustlikert,1,0.02
harmlessnessrate,1,0.02
answerconsistency,1,0.02
convergencespeed,1,0.02
tardiness,1,0.02
rewardmean,1,0.02
toolsuccess,1,0.02
humanscore,1,0.02
walltimespeedup,1,0.02
judgescore,1,0.02
trainingflops,1,0.02
arc,1,0.02
codesmells,1,0.02
technicaldebt,1,0.02
architecturecompliance,1,0.02
transferrate,1,0.02
temporalmap,1,0.02
communicationcost,1,0.02
stereotyperate,1,0.02
endpointcoverage,1,0.02
reasoninglength,1,0.02
distinct3,1,0.02
zipfcoefficient,1,0.02
typetokenratio,1,0.02
crashrate,1,0.02
edgecoverage,1,0.02
timetotarget,1,0.02
memorybandwidth,1,0.02
executioncost,1,0.02
rmsea,1,0.02
cfi,1,0.02
mcdonaldsomega,1,0.02
packetdeliveryratio,1,0.02
endtoenddelay,1,0.02
meanregret,1,0.02
paymentvariance,1,0.02
manipulationsuccess,1,0.02
tokenoverhead,1,0.02
symbolicaccuracy,1,0.02
efficiencyscore,1,0.02
energy,1,0.02
throughputqps,1,0.02
namehitrate1categoryretrieval,1,0.02
mmd,1,0.02
graphedit,1,0.02
wassersteindistance,1,0.02
ksstatistic,1,0.02
fleschkincaid,1,0.02
namecyclomaticcomplexitycategorymaintainabilitystatic,1,0.02
nameexactmatchcategorypatchsimilarity,1,0.02
planaccuracy,1,0.02
rewardreturn,1,0.02
contextconsistency,1,0.02
bandwidthusage,1,0.02
envsuccessrate,1,0.02
tracefidelity,1,0.02
resolutionrate,1,0.02
layoutiou,1,0.02
detectionaccuracy,1,0.02
evaluationcount,1,0.02
toxicityreduction,1,0.02
denotationaccuracy,1,0.02
subsetaccuracy,1,0.02
networkthroughput,1,0.02
timetodetection,1,0.02
evasionrate,1,0.02
traveltime,1,0.02
superglue,1,0.02
nameruntimecategoryefficiency,1,0.02
namecodebleucategorysimilarity,1,0.02
namepasskcategorytasksuccess,1,0.02
defenserecall,1,0.02
cloudcost,1,0.02
povblockrate,1,0.02
truthfulqa,1,0.02
harmbenchscore,1,0.02
namesecurityalertscategorysecuritystatic,1,0.02
namememoryoverheadcategoryruntimeperformance,1,0.02
nameexecutiontimecategoryruntimeperformance,1,0.02
namemaintainabilityindexcategorymaintainabilitystatic,1,0.02
fid3d,1,0.02
partiou,1,0.02
netbenefit,1,0.02
speakereer,1,0.02
speakercosine,1,0.02
mcd,1,0.02
cmos,1,0.02
tailvar,1,0.02
codesuccess,1,0.02
solvetime,1,0.02
constraintviolations,1,0.02
furnitureiou,1,0.02
contextretention,1,0.02
globalrating,1,0.02
oscescore,1,0.02
commandlatency,1,0.02
agreementscore,1,0.02
chair,1,0.02
humanacceptance,1,0.02
faultrecall,1,0.02
gasused,1,0.02
toolmisuse,1,0.02
watermarkauc,1,0.02
backdoorasr,1,0.02
meanaverageprecision,1,0.02
patchrecall,1,0.02
compilesuccessrate,1,0.02
regressionpassrate,1,0.02
userstudyrating,1,0.02
proofsuccess,1,0.02
structuralinterventiondistance,1,0.02
structuralhammingdistance,1,0.02
harmlessness,1,0.02
navigationsteps,1,0.02
speedupratio,1,0.02
poisonedaccuracy,1,0.02
utilityretention,1,0.02
membershipinference,1,0.02
likertsatisfaction,1,0.02
reflectionquality,1,0.02
safetyrate,1,0.02
packetloss,1,0.02
repetitionrate,1,0.02
testaccuracy,1,0.02
bitsperweight,1,0.02
executionsuccessrate,1,0.02
constraintsatisfaction,1,0.02
syntaxvalidity,1,0.02
contentsafety,1,0.02
responsehelpfulness,1,0.02
tokensperwatt,1,0.02
equitygap,1,0.02
gradeimprovement,1,0.02
taskcompletion,1,0.02
codequality,1,0.02
selectiverisk,1,0.02
balancedaccuracy,1,0.02
offpolicyrisk,1,0.02
policyvalueerror,1,0.02
clinicianrating,1,0.02
sliceaccuracy,1,0.02
tasklevelsteplevelefficiency,1,0.02
cindex,1,0.02
toxicity,1,0.02
averagewait,1,0.02
chargingutilization,1,0.02
peakload,1,0.02
subgoalcompletion,1,0.02
crafterscore,1,0.02
privacyleakage,1,0.02
queryexecutionaccuracy,1,0.02
assemblysuccess,1,0.02
lpips,1,0.02
ssim,1,0.02
offlinethroughput,1,0.02
trainingtokens,1,0.02
sparsityrate,1,0.02
jainfairness,1,0.02
averagethroughput,1,0.02
distinct4,1,0.02
averageretries,1,0.02
solverate,1,0.02
responsibilityscore,1,0.02
apicost,1,0.02
bestknowngap,1,0.02
objectivevalue,1,0.02
bincount,1,0.02
blockrate,1,0.02
decodingspeedup,1,0.02
softmaxlinf,1,0.02
runtimespeed,1,0.02
unittests,1,0.02
kernelthroughput,1,0.02
categoryrlperformancemetrics,1,0.02
pathlength,1,0.02
videoqaaccuracy,1,0.02
structuraldiversity,1,0.02
intentpreservation,1,0.02
deceptionrate,1,0.02
averagepayoff,1,0.02
responsequalityscore,1,0.02
echoingfrequency,1,0.02
identitydriftrate,1,0.02
clinicalaccuracy,1,0.02
comprehensionscore,1,0.02
metaphoradequacy,1,0.02
stylevariance,1,0.02
verbosityratio,1,0.02
searchtime,1,0.02
compilerate,1,0.02
sequencelength,1,0.02
dollarcost,1,0.02
autonomyscore,1,0.02
tasklatency,1,0.02
taskcost,1,0.02
contentharmfulness,1,0.02
nashwelfare,1,0.02
halsteadvolume,1,0.02
averagepower,1,0.02
stereotypebias,1,0.02
fde,1,0.02
ade,1,0.02
rankic,1,0.02
informationratio,1,0.02
topkmatch,1,0.02
searchcost,1,0.02
temporaliou,1,0.02
crossentropy,1,0.02
mediandistance,1,0.02
meandistanceerror,1,0.02
tourlength,1,0.02
regretn,1,0.02
fitnessimprovement,1,0.02
controllerarea,1,0.02
controllerpower,1,0.02
energyperbit,1,0.02
speedup,1,0.02
kernellatency,1,0.02
abstentionaccuracy,1,0.02
safetyrating,1,0.02
permutationbias,1,0.02
bitsperbase,1,0.02
xparacon,1,0.02
faultcoverage,1,0.02
severityscore,1,0.02
coordinationscore,1,0.02
voltageviolations,1,0.02
categorymetricvaluetypestringarraydescriptionquantitativemetricstoevaluateperformanceonclassificationdetectionsegmentationandvqastyletasksexamplevalues,1,0.02
loglikelihood,1,0.02
rubricscore,1,0.02
robustnessindex,1,0.02
regret,1,0.02
totalprofit,1,0.02
gptscore,1,0.02
planqualityscore,1,0.02
kanonymity,1,0.02
reactiontime,1,0.02
goalsuccess,1,0.02
groundingaccuracy,1,0.02
humanfaithfulness,1,0.02
worksaved,1,0.02
turnefficiency,1,0.02
unweightedaveragerecall,1,0.02
tokensperjoule,1,0.02
localizationerror,1,0.02
falsenegative,1,0.02
judgeagreement,1,0.02
languageidaccuracy,1,0.02
optioninvariance,1,0.02
editconsistency,1,0.02
matthewscorrelation,1,0.02
iouaccuracy,1,0.02
llmcallrate,1,0.02
taskperformanceoverthinkingbehaviorbackdooreffect,1,0.02
overreachrate,1,0.02
completenessscore,1,0.02
nameaccuracycategorytaskperformance,1,0.02
nameperplexitycategorylanguagemodeling,1,0.02
parsingaccuracy,1,0.02
longbenchscore,1,0.02
humanlikeness,1,0.02
utilitygap,1,0.02
eloscore,1,0.02
numericaccuracy,1,0.02
readabilityscore,1,0.02
passrate,1,0.02
zipfexponent,1,0.02
epsilondp,1,0.02
typearrayitemstypestringmaxwords3descriptionspecificevaluationmetricnamedescriptionlistofoneormoremetricstomeasurestanceinferenceperformance,1,0.02
querycount,1,0.02
lanedeviation,1,0.02
numberneededscreening,1,0.02
stereotypescore,1,0.02
runtimelatency,1,0.02
feverscore,1,0.02
correctionrate,1,0.02
bitaccuracy,1,0.02
frechetmotiondistance,1,0.02
mpjpe,1,0.02
cooperationstability,1,0.02
meanpayoff,1,0.02
averagecooperation,1,0.02
policyviolation,1,0.02
gpumemoryutilization,1,0.02
timetofirsttoken,1,0.02
coldstartlatency,1,0.02
logicalequivalence,1,0.02
attackaccuracy,1,0.02
smutilization,1,0.02
decodelatency,1,0.02
prefilllatency,1,0.02
susscore,1,0.02
eer,1,0.02
cvarrisk,1,0.02
clientdrift,1,0.02
paretohypervolume,1,0.02
diacriticerrorrate,1,0.02
wordlengthmse,1,0.02
perclassaccuracy,1,0.02
episodelength,1,0.02
ndcg5,1,0.02
hammingloss,1,0.02
heapsexponent,1,0.02
hausdorffdistance,1,0.02
