,count,percent
llama27bchat,5,0.15
bert,5,0.15
decisiontransformer,4,0.12
scibert,4,0.12
gpt41mini,4,0.12
codellama70b,4,0.12
wav2vec2,4,0.12
colbertv2,4,0.12
gpt35turbo,4,0.12
starcoder215b,4,0.12
yolov8,4,0.12
deepseekmoe,4,0.12
llama7b,4,0.12
llavamed,4,0.12
clip,4,0.12
mbertbase,4,0.12
dqn,4,0.12
minilm,4,0.12
diffusionlm,4,0.12
stablediffusion,4,0.12
resnet50,4,0.12
gat,4,0.12
bioclinicalbert,4,0.12
deepseekv2,4,0.12
reactagent,4,0.12
bm25,4,0.12
codebert,4,0.12
pythia12b,3,0.09
medflamingo,3,0.09
gcn,3,0.09
mistral,3,0.09
pointtransformer,3,0.09
deepqnetwork,3,0.09
videomae,3,0.09
clipvitl,3,0.09
rgcn,3,0.09
mbart50,3,0.09
bgelarge,3,0.09
fedavg,3,0.09
salmonn,3,0.09
llavaonevision,3,0.09
e5large,3,0.09
deepseekmath,3,0.09
gemma227b,3,0.09
t5xl,3,0.09
temporalfusiontransformer,3,0.09
t5base,3,0.09
llavavideo,3,0.09
namellama31categoryllm,3,0.09
namegpt4ominicategoryllm,3,0.09
deepseekv2vl,3,0.09
rt2,3,0.09
pythia28b,3,0.09
clinicalt5,3,0.09
allminilml6v2,3,0.09
clipvitb16,3,0.09
geminivision,3,0.09
graphormer,3,0.09
legalbert,3,0.09
softactorcritic,3,0.09
videochat2,3,0.09
pointnet,3,0.09
qmix,3,0.09
chinesebert,2,0.06
meditron,2,0.06
nllb200,2,0.06
llava3d,2,0.06
graphneuralnetwork,2,0.06
rotate,2,0.06
flamingo,2,0.06
efficientnetb4,2,0.06
bloom176b,2,0.06
complex,2,0.06
dkt,2,0.06
codet5,2,0.06
clipvit,2,0.06
typecategoricalvalues,2,0.06
meditron7b,2,0.06
hgt,2,0.06
mt5small,2,0.06
llama38binstruct,2,0.06
qwen253binstruct,2,0.06
distilgpt2,2,0.06
qwen253b,2,0.06
falcon7b,2,0.06
biobert,2,0.06
isolationforest,2,0.06
e5base,2,0.06
mobilebert,2,0.06
swintransformer,2,0.06
deberta,2,0.06
transe,2,0.06
flant5,2,0.06
graphwavenet,2,0.06
gurobioptimizer,2,0.06
textembedding3large,2,0.06
schnet,2,0.06
switchtransformer,2,0.06
gemini25flash,2,0.06
llavamoe,2,0.06
palm2,2,0.06
arabertv2,2,0.06
openaiclip,2,0.06
internvlchat,2,0.06
banglabert,2,0.06
pythia410m,2,0.06
gaussianprocess,2,0.06
namegpt41categoryproprietaryllm,2,0.06
xlmr,2,0.06
fedprox,2,0.06
nsgaii,2,0.06
tinyllama,2,0.06
visiontransformer,2,0.06
pysr,1,0.03
wizardmath7b,1,0.03
smolvlm2large,1,0.03
smolvlm2medium,1,0.03
smolvlm2small,1,0.03
smolvlm2tiny,1,0.03
fastdownward,1,0.03
routertransformer,1,0.03
chemberta,1,0.03
molt5,1,0.03
bertopic,1,0.03
siglip,1,0.03
internvideo2,1,0.03
marianmt,1,0.03
palme,1,0.03
sguardv1,1,0.03
dinov2base,1,0.03
gptneo,1,0.03
nhits,1,0.03
patchtst,1,0.03
fedproxlstm,1,0.03
fedavgcnn,1,0.03
hflflowllm,1,0.03
googlecloudnlp,1,0.03
azuretextanalytics,1,0.03
amazoncomprehend,1,0.03
mistralmedium,1,0.03
namelightgcncategoryrecommender,1,0.03
namesasreccategoryrecommender,1,0.03
namebert4reccategoryrecommender,1,0.03
namellama3categorytargetmodel,1,0.03
namegpt4ocategorysafetyevaluator,1,0.03
typearraydescriptionlistofmodelorarchitecturenamestobeusedintheexperimentitemstypestring,1,0.03
motiongpt,1,0.03
glm4,1,0.03
qwen253bssb,1,0.03
qwen253bgrpo,1,0.03
koelectrabase,1,0.03
airl,1,0.03
ll3da,1,0.03
pointllm,1,0.03
dalle3,1,0.03
videoencoderobjectdetectorscenemodellanguagemodel,1,0.03
fastspeech2,1,0.03
vits,1,0.03
lambdamart,1,0.03
nameclaude3opuscategoryllmjudge,1,0.03
namellama370bcategoryllmjudge,1,0.03
namegpt4ocategoryllmjudge,1,0.03
lenet5,1,0.03
fasttext,1,0.03
word2vec,1,0.03
opt13b,1,0.03
salmonnguard,1,0.03
clipvitb32,1,0.03
autoformer,1,0.03
informer,1,0.03
gorillallm,1,0.03
toolllama,1,0.03
bertweet,1,0.03
realnvp,1,0.03
instantngp,1,0.03
grud,1,0.03
refused,1,0.03
simcseroberta,1,0.03
pythia,1,0.03
bayesianppo,1,0.03
quantiledqn,1,0.03
cvardqn,1,0.03
mlpregressor,1,0.03
namebm25categorylexical,1,0.03
qwen2code,1,0.03
t53b,1,0.03
namellama370b,1,0.03
nameclaude3,1,0.03
namegpt4o,1,0.03
clinicalcamel7b,1,0.03
pali,1,0.03
kosmos2,1,0.03
anemone,1,0.03
dominant,1,0.03
sac,1,0.03
gru4rec,1,0.03
graphtransformer,1,0.03
lama,1,0.03
medclip,1,0.03
baichuan27b,1,0.03
sakt,1,0.03
qwen2vlmoe,1,0.03
d3pmtransformer,1,0.03
motr,1,0.03
groundingdino,1,0.03
gemma34b,1,0.03
botorchgp,1,0.03
claude35haiku,1,0.03
multiobjectiveppo,1,0.03
pythia14b,1,0.03
graphcodebert,1,0.03
flamingo80b,1,0.03
aifeynman,1,0.03
namecodebertcategorycode,1,0.03
namesentencebertcategoryembedding,1,0.03
namevideollamacategoryvideolanguagemodel,1,0.03
nameclaude35sonnetcategorymultimodalllm,1,0.03
namegpt4ocategorymultimodalllm,1,0.03
m2m100,1,0.03
mixtral8x22b,1,0.03
rbfsvm,1,0.03
autogpt,1,0.03
proteinmpnn,1,0.03
esmfold,1,0.03
alphafold2,1,0.03
speecht5,1,0.03
linearprobe,1,0.03
whisper,1,0.03
closedsourceopensource,1,0.03
llmmemcluster,1,0.03
gpt4instruct,1,0.03
gpt4base,1,0.03
cnntransformer,1,0.03
bartlarge,1,0.03
simclr,1,0.03
hdbscan,1,0.03
textembedding3small,1,0.03
longlora,1,0.03
idefics2,1,0.03
gpto1,1,0.03
linearsvm,1,0.03
xlmrbase,1,0.03
toolformer,1,0.03
td3bc,1,0.03
nameinternvideo2categoryvideobackbonemodel,1,0.03
openvla,1,0.03
cc2vec,1,0.03
camembert,1,0.03
deepjit,1,0.03
drsoss,1,0.03
physicsinformednn,1,0.03
fourierneuraloperator,1,0.03
reactagents,1,0.03
heterogeneousgnn,1,0.03
slowfastt5,1,0.03
autogen,1,0.03
graphrag,1,0.03
mobilenetv2,1,0.03
graphconvolution,1,0.03
node2vec,1,0.03
sentencebert,1,0.03
genre,1,0.03
blink,1,0.03
videoswin,1,0.03
loraadapter,1,0.03
robertawwm,1,0.03
tabllm,1,0.03
acegptbase,1,0.03
jais13b,1,0.03
medtronic70b,1,0.03
medpalm,1,0.03
reformer,1,0.03
reversibletransformer,1,0.03
namemistral7bcategorybasellm,1,0.03
namellama3categorybasellm,1,0.03
neumf,1,0.03
dit,1,0.03
ulip2,1,0.03
ppollm,1,0.03
categorymodelvaluetypestringcardinalityoneormoredescriptionnamesofspecificmlorllmmodelsorarchitecturessuitableforhierarchicaleventdriventaskplanning,1,0.03
textada002,1,0.03
tinyvit,1,0.03
pythiasuite,1,0.03
mobilevit,1,0.03
stgcn,1,0.03
dcrnn,1,0.03
lorentzembeddings,1,0.03
huatuogpt,1,0.03
bprmf,1,0.03
userrag,1,0.03
itemrag,1,0.03
poincareembeddings,1,0.03
dimenet,1,0.03
agentr1,1,0.03
geminiflash20,1,0.03
claudesonnet35,1,0.03
namegpt2categorybackbonellm,1,0.03
sqlcoder,1,0.03
t5sql,1,0.03
namevqvaecategoryatomtokenizer,1,0.03
maskrcnn,1,0.03
unet,1,0.03
seamlessm4t,1,0.03
dgcnn,1,0.03
graphcl,1,0.03
ptt5,1,0.03
bertimbau,1,0.03
bloom,1,0.03
nomadframework,1,0.03
qwen214b,1,0.03
qwenvlchat,1,0.03
dreamerv3,1,0.03
allmpnetbasev2,1,0.03
indicbert,1,0.03
xlmrlarge,1,0.03
pythia69b,1,0.03
trackformer,1,0.03
pythia70m,1,0.03
clinicalllama,1,0.03
pinn,1,0.03
fouriernet,1,0.03
deeponet,1,0.03
geneticalgorithm,1,0.03
phi3medium,1,0.03
namechembertacategorybaselineencoder,1,0.03
drivegpt,1,0.03
gptneo13b,1,0.03
namedeepseekcodercategoryopensourcecodellm,1,0.03
namecodellama34bcategoryopensourcecodellm,1,0.03
namellama370bcategoryopensourcellm,1,0.03
3dllm,1,0.03
transfuser,1,0.03
logictensornetworks,1,0.03
diffuseq,1,0.03
yolov7,1,0.03
faissgpu,1,0.03
nameallminilmcategoryembedding,1,0.03
namegeminiprovisiontypeclosedsourcecategorymllm,1,0.03
nameqwen2vltypeopensourcecategorymllm,1,0.03
namellava16typeopensourcecategorymllm,1,0.03
namegpt4otypeclosedsourcecategorymllm,1,0.03
cotbaselinessymbolicintegrated,1,0.03
neuralode,1,0.03
medalpaca,1,0.03
bloom7b,1,0.03
clap,1,0.03
internvideo,1,0.03
transformer,1,0.03
monot5,1,0.03
chemprop,1,0.03
flowmatching,1,0.03
encodec,1,0.03
valle,1,0.03
fingpt,1,0.03
mappo,1,0.03
namegpt4categorygeneralllm,1,0.03
namecodellamacategorycodellm,1,0.03
audiogpt,1,0.03
categoryllmandrlmodels,1,0.03
astar,1,0.03
rrtstar,1,0.03
graphattention,1,0.03
qwen314b,1,0.03
qwen37b,1,0.03
tinymlp,1,0.03
parsbert,1,0.03
transformerxl,1,0.03
mamba2,1,0.03
granite338b,1,0.03
granite338binstruct,1,0.03
phi2,1,0.03
mlpcoordinator,1,0.03
causalforest,1,0.03
lanegcn,1,0.03
trajectron,1,0.03
yolov11,1,0.03
internvl,1,0.03
localgpt2,1,0.03
megnet,1,0.03
cgcnn,1,0.03
ddpg,1,0.03
deepsvdd,1,0.03
e5small,1,0.03
bm25retriever,1,0.03
autokeras,1,0.03
dentalllava,1,0.03
mlpclassifier,1,0.03
openaitextembedding3large,1,0.03
llamaguard2,1,0.03
mixtureexperts,1,0.03
opensourcellminstructiontuned,1,0.03
opfnet,1,0.03
slowfast,1,0.03
categorymodelvaluetypestringarraydescriptionmultimodallargelanguagemodelsorvisionlanguagearchitecturesapplicabletosurgicalsceneunderstandingexamplevalues,1,0.03
bilstmclassifier,1,0.03
geobert,1,0.03
audiopalm,1,0.03
meanvariance,1,0.03
attentionmodel,1,0.03
pointernet,1,0.03
tohokubert,1,0.03
hyenadna,1,0.03
nucleotidetransformer,1,0.03
layoutgan,1,0.03
cllmrec,1,0.03
qwen2medical,1,0.03
namegpt2largecategorydecoderonly,1,0.03
characterlstm,1,0.03
fusiontransformer,1,0.03
safeppo,1,0.03
unigrammodel,1,0.03
proximalpolicyoptimization,1,0.03
siamesetransformer,1,0.03
internvl2,1,0.03
tabtransformer,1,0.03
bilstm,1,0.03
medllama27b,1,0.03
xceptionnet,1,0.03
mentalllama,1,0.03
mt5xl,1,0.03
typearrayitemstypestringmaxwords3descriptionspecificopensourcellmorarchitecturenamedescriptionlistofoneormoreappropriatemodelsorarchitectures,1,0.03
minkowskinet,1,0.03
namegptj6bcategorydecoderonly,1,0.03
namellama27bcategorydecoderonly,1,0.03
allminilm,1,0.03
han,1,0.03
gpt2large,1,0.03
contriever,1,0.03
tabert,1,0.03
tapas,1,0.03
pubmedbert,1,0.03
finbert,1,0.03
zephyr7b,1,0.03
datagovagent,1,0.03
cmaes,1,0.03
mixtureofexpertsllm,1,0.03
gcnlstm,1,0.03
