,percent
toolaccuracy,0.05
expectedcalibration,0.05
mrr10,0.05
maintainabilityindex,0.05
compliancerate,0.05
defensesuccess,0.05
vmeasure,0.05
pass5,0.05
mcc,0.05
ari,0.05
robustnessrate,0.05
typecategoricalvalues,0.05
constraintviolation,0.05
totalcost,0.05
compressionratio,0.05
chainaccuracy,0.05
meanopinionscore,0.05
gluescore,0.05
compilationsuccess,0.05
categorymetricitems,0.05
silhouette,0.05
episodereturn,0.05
speedupfactor,0.05
interventionrate,0.05
humanlikert,0.05
verificationaccuracy,0.05
trainingthroughput,0.05
logicalaccuracy,0.05
pairwiseaccuracy,0.05
toolcallaccuracy,0.05
mtbenchscore,0.05
editsuccess,0.05
membershipauc,0.05
aupr,0.05
aucpr,0.05
f0rmse,0.05
nameaccuracycategoryclassification,0.05
noveltyscore,0.05
nameauroccategoryranking,0.05
namecohenkappacategoryagreement,0.05
rootmeansquarederror,0.05
nmi,0.05
areaoverhead,0.05
classificationaccuracy,0.05
jointgoalaccuracy,0.05
likertrating,0.05
conversationlength,0.05
mota,0.05
hota,0.05
forgettingmeasure,0.05
averageaccuracy,0.05
inferencecost,0.05
executionrate,0.05
tokenreduction,0.05
probingaccuracy,0.05
tokensused,0.05
treeeditdistance,0.05
jaccardindex,0.05
energyusage,0.05
forgettingrate,0.05
systemusabilityscale,0.05
cer,0.05
sloviolation,0.05
alpacaevalscore,0.05
hits1,0.05
maxdrawdown,0.05
sortinoratio,0.05
benignaccuracy,0.05
mtbench,0.05
simulationpassrate,0.05
falsepositive,0.05
coveragerate,0.05
coverage,0.05
plancost,0.05
cotlength,0.05
humanjudgment,0.05
trainingtime,0.05
expertrating,0.05
map10,0.05
truthfulqaaccuracy,0.05
treeedit,0.05
ginicoefficient,0.05
sparsity,0.05
apicalls,0.05
safetyviolationrate,0.05
chisquare,0.05
constraintaccuracy,0.05
falsepositiverate,0.05
uniquecrashes,0.05
consistencyrate,0.05
bugcount,0.05
cumulativereward,0.05
trainingloss,0.05
policyregret,0.05
questeval,0.05
steptime,0.05
harmrate,0.05
recall100,0.05
wallclocktime,0.05
validationaccuracy,0.05
drivingscore,0.05
gpumemory,0.05
normalizedgain,0.05
elorating,0.05
runtimespeedup,0.05
weat,0.05
hellaswag,0.05
pathefficiency,0.05
patchsuccess,0.05
characteraccuracy,0.05
wordaccuracy,0.05
bugfixrate,0.05
overallaccuracy,0.05
explainedvariance,0.05
gsm8kaccuracy,0.05
conversionrate,0.05
stateconsistency,0.05
civiolationrate,0.05
namerecall10categoryretrieval,0.05
namevaliditycategorygenerationquality,0.05
relativel2error,0.05
detectionauroc,0.05
namendcg10categoryranking,0.05
precision1,0.05
latencyms,0.02
bestobjective,0.02
recall50,0.02
vulnrecall,0.02
vulnprecision,0.02
analysistime,0.02
pathcoverage,0.02
costefficiency,0.02
honestyscore,0.02
expertusage,0.02
computecost,0.02
planvalidity,0.02
planlength,0.02
planningtime,0.02
piileakagerate,0.02
3dmap,0.02
reasoningtokens,0.02
jaccard,0.02
gunningfog,0.02
fleschreading,0.02
moralacceptability,0.02
vqascore,0.02
gradientnorm,0.02
tioumap,0.02
sparsitylevel,0.02
devalscore,0.02
misc,0.02
gad7,0.02
namesparsitycategorycompression,0.02
namespeedupcategoryefficiency,0.02
humanagreement,0.02
nametoxicityscorecategorylinguisticsafety,0.02
nameethicalstabilitycategorytemporalrobustness,0.02
namemoralconsistencycategorymoralalignment,0.02
targetalignment,0.02
reconstructionerror,0.02
trustworthiness,0.02
downstreamaccuracy,0.02
validationloss,0.02
falserejection,0.02
phq9,0.02
las,0.02
uas,0.02
slocompliance,0.02
smellyscorecorrelation,0.02
cachemissrate,0.02
daviesbouldin,0.02
attackauc,0.02
parametercount,0.02
crowspairsscore,0.02
stereosetbias,0.02
defensesuccessrate,0.02
vulnerabilitydensity,0.02
cvecoverage,0.02
cwecount,0.02
taskreward,0.02
averagesteps,0.02
mmluaccuracy,0.02
valuealignmentrate,0.02
namerougelcategoryexplanation,0.02
namebleucategoryexplanation,0.02
namehitrate10categoryranking,0.02
politicalbalance,0.02
resolutionsuccessrate,0.02
conflictdetectionrate,0.02
emotionaccuracy,0.02
mushra,0.02
coverageratio,0.02
bisectsteps,0.02
statisticalparity,0.02
runtimeoverhead,0.02
arcscore,0.02
paretospread,0.02
hypervolume,0.02
weirdbiasratio,0.02
hitk,0.02
smape,0.02
typearraydescriptionlistofmetricnamesforevaluatinghallucinationandtaskperformanceitemstypestring,0.02
humanfactuality,0.02
humanfluency,0.02
networkutilization,0.02
recoverytime,0.02
checkpointoverhead,0.02
offpolicyevaluation,0.02
harnesssuccess,0.02
equivalencerate,0.02
summac,0.02
convergencetime,0.02
reward,0.02
stoi,0.02
pesq,0.02
sdr,0.02
querycost,0.02
policycompliance,0.02
callreduction,0.02
iou05,0.02
punaccuracy,0.02
itemcoverage,0.02
exposureparity,0.02
giniindex,0.02
interactionturns,0.02
retrievalgrounding,0.02
trafficlightviolations,0.02
infractionrate,0.02
routecompletion,0.02
bigbench,0.02
humaneval,0.02
gsm8k,0.02
exposurescore,0.02
ckkssecuritybits,0.02
cvarloss,0.02
slaviolationrate,0.02
99thpercentilelatency,0.02
totalvariation,0.02
solutionfeasibility,0.02
simpleregret,0.02
prepostgain,0.02
taskcompletiontime,0.02
policysize,0.02
policyrecall,0.02
policyprecision,0.02
repairsuccess,0.02
infractionscore,0.02
routesuccess,0.02
map05095,0.02
map05,0.02
constraintfeasibility,0.02
intervalcoverage,0.02
powerconsumption,0.02
clockfrequency,0.02
resourceutilization,0.02
equivalencechecking,0.02
patchsimilarity,0.02
behavioralequivalence,0.02
cachehitrate,0.02
userstudy,0.02
fréchetinceptiondistance,0.02
refused,0.02
persuasionsuccess,0.02
distinctn,0.02
consistencyaccuracy,0.02
nametop1accuracycategoryreactionprediction,0.02
exposure,0.02
comfortscore,0.02
lanekeepingerror,0.02
attributematch,0.02
svcca,0.02
surprisalgap,0.02
nameprecisionkcategoryretrieval,0.02
grapheditdistance,0.02
exploitabilityscore,0.02
activationsparsity,0.02
simulationvalidity,0.02
diagnosisaccuracy,0.02
medianrank,0.02
costpertask,0.02
executionlatency,0.02
objectivegap,0.02
nameattacksuccessrate,0.02
kappascore,0.02
solveraccuracy,0.02
crowspairs,0.02
distortion,0.02
meanrank,0.02
kendall,0.02
crowsbias,0.02
stereoscore,0.02
categorymetricvalues,0.02
jsonvalidity,0.02
categoryevaluationmetricvaluetypestringcardinalityoneormoredescriptionnamesofspecificmetricstoevaluateplanningqualityexecutionsuccessandgeneralization,0.02
rulevalidity,0.02
unsafecontentrate,0.02
teeoverhead,0.02
tprfpr,0.02
motp,0.02
citationrecall,0.02
citationprecision,0.02
hsklevelmae,0.02
humancorrelation,0.02
concealmentrate,0.02
disclosurerate,0.02
pixelaccuracy,0.02
ap50,0.02
likertratings,0.02
userstudyscore,0.02
meanreward,0.02
chisquaredistance,0.02
earthmoverdistance,0.02
nametransfersuccessrate,0.02
nameaveragequeries,0.02
rosettascore,0.02
sequenceidentity,0.02
plddt,0.02
rmsd,0.02
tmscore,0.02
oodaccuracy,0.02
ser,0.02
moveoptimality,0.02
cpulatency,0.02
tasklevelcoordinationlevel,0.02
fieldcoverage,0.02
instructionadherence,0.02
functionalaccuracy,0.02
judgmentcost,0.02
toolmisuserate,0.02
likertquality,0.02
humanaccuracy,0.02
serendipity10,0.02
faithfulnessscore,0.02
tooluseprecision,0.02
namerougelcategorygenerationmetric,0.02
namebleucategorygenerationmetric,0.02
nameaccuracycategoryclassificationmetric,0.02
allreducetime,0.02
diversity,0.02
stereoset,0.02
assertioncoverage,0.02
lexicalaccuracy,0.02
vulnerabilityfixrate,0.02
bugdiscovery,0.02
namemapcategoryranking,0.02
piiexposure,0.02
passatk,0.02
costratio,0.02
adaptationlatency,0.02
scalingefficiency,0.02
patternfidelity,0.02
behaviordiversity,0.02
spectralanglemapper,0.02
bcubed,0.02
tokenperplexity,0.02
searchcalls,0.02
controlprecision,0.02
traitalignment,0.02
harmscore,0.02
rewardauc,0.02
stepefficiency,0.02
moveaccuracy,0.02
examscore,0.02
turnaccuracy,0.02
timetobug,0.02
savetime,0.02
checkpointsize,0.02
energyconsumption,0.02
hierarchicalcoverage,0.02
parallelconstructcoverage,0.02
fpr95,0.02
guidelinecompliance,0.02
hr10,0.02
normalizedscore,0.02
energypermac,0.02
qags,0.02
kernelruntime,0.02
crashcount,0.02
patchsuccessrate,0.02
normalizedmi,0.02
validityrate,0.02
latencyoverhead,0.02
riskscore,0.02
lemmaaccuracy,0.02
posaccuracy,0.02
latencyslo,0.02
goodput,0.02
aic,0.02
extremismindex,0.02
feasibilityscore,0.02
jailbreakdiversity,0.02
testgenerationtime,0.02
contextobedience,0.02
planoptimality,0.02
tokenspersuggestion,0.02
suggestionlatency,0.02
rejectionrate,0.02
cellaccuracy,0.02
alignmentscore,0.02
moralaccuracy,0.02
decisionconcordance,0.02
likertscore,0.02
nametoxicityratecategorysafetyrisk,0.02
nameharmlessnesscategoryalignmentsafety,0.02
namehelpfulnesscategoryalignmentquality,0.02
namemtbenchscorecategorygeneralquality,0.02
actionsequenceaccuracy,0.02
solvablerate,0.02
entropy,0.02
overfittingrate,0.02
coldstartrecall,0.02
levelaccuracy,0.02
attitudeshift,0.02
persuasionrate,0.02
retrievalrecall,0.02
safetypreservation,0.02
barriervalidity,0.02
piiprecision,0.02
valueconflictrate,0.02
safecompletionrate,0.02
preferenceaccuracy,0.02
privacyrisk,0.02
medianerror,0.02
meanhaversine,0.02
rewardmse,0.02
worderrorrate,0.02
charactererrorrate,0.02
traceabilityscore,0.02
stepredundancy,0.02
brier,0.02
executiontime,0.02
factscore,0.02
brainscore,0.02
urdfsuccessrate,0.02
jointangleerror,0.02
hitratio10,0.02
ndcg20,0.02
flopsreduction,0.02
miou,0.02
stereosetscore,0.02
causaleffect,0.02
energyresidual,0.02
trustlikert,0.02
harmlessnessrate,0.02
answerconsistency,0.02
convergencespeed,0.02
tardiness,0.02
rewardmean,0.02
toolsuccess,0.02
humanscore,0.02
walltimespeedup,0.02
judgescore,0.02
trainingflops,0.02
arc,0.02
codesmells,0.02
technicaldebt,0.02
architecturecompliance,0.02
transferrate,0.02
temporalmap,0.02
communicationcost,0.02
stereotyperate,0.02
endpointcoverage,0.02
reasoninglength,0.02
distinct3,0.02
zipfcoefficient,0.02
typetokenratio,0.02
crashrate,0.02
edgecoverage,0.02
timetotarget,0.02
memorybandwidth,0.02
executioncost,0.02
rmsea,0.02
cfi,0.02
mcdonaldsomega,0.02
packetdeliveryratio,0.02
endtoenddelay,0.02
meanregret,0.02
paymentvariance,0.02
manipulationsuccess,0.02
tokenoverhead,0.02
symbolicaccuracy,0.02
efficiencyscore,0.02
energy,0.02
throughputqps,0.02
namehitrate1categoryretrieval,0.02
mmd,0.02
graphedit,0.02
wassersteindistance,0.02
ksstatistic,0.02
fleschkincaid,0.02
namecyclomaticcomplexitycategorymaintainabilitystatic,0.02
nameexactmatchcategorypatchsimilarity,0.02
planaccuracy,0.02
rewardreturn,0.02
contextconsistency,0.02
bandwidthusage,0.02
envsuccessrate,0.02
tracefidelity,0.02
resolutionrate,0.02
layoutiou,0.02
detectionaccuracy,0.02
evaluationcount,0.02
toxicityreduction,0.02
denotationaccuracy,0.02
subsetaccuracy,0.02
networkthroughput,0.02
timetodetection,0.02
evasionrate,0.02
traveltime,0.02
superglue,0.02
nameruntimecategoryefficiency,0.02
namecodebleucategorysimilarity,0.02
namepasskcategorytasksuccess,0.02
defenserecall,0.02
cloudcost,0.02
povblockrate,0.02
truthfulqa,0.02
harmbenchscore,0.02
namesecurityalertscategorysecuritystatic,0.02
namememoryoverheadcategoryruntimeperformance,0.02
nameexecutiontimecategoryruntimeperformance,0.02
namemaintainabilityindexcategorymaintainabilitystatic,0.02
fid3d,0.02
partiou,0.02
netbenefit,0.02
speakereer,0.02
speakercosine,0.02
mcd,0.02
cmos,0.02
tailvar,0.02
codesuccess,0.02
solvetime,0.02
constraintviolations,0.02
furnitureiou,0.02
contextretention,0.02
globalrating,0.02
oscescore,0.02
commandlatency,0.02
agreementscore,0.02
chair,0.02
humanacceptance,0.02
faultrecall,0.02
gasused,0.02
toolmisuse,0.02
watermarkauc,0.02
backdoorasr,0.02
meanaverageprecision,0.02
patchrecall,0.02
compilesuccessrate,0.02
regressionpassrate,0.02
userstudyrating,0.02
proofsuccess,0.02
structuralinterventiondistance,0.02
structuralhammingdistance,0.02
harmlessness,0.02
navigationsteps,0.02
speedupratio,0.02
poisonedaccuracy,0.02
utilityretention,0.02
membershipinference,0.02
likertsatisfaction,0.02
reflectionquality,0.02
safetyrate,0.02
packetloss,0.02
repetitionrate,0.02
testaccuracy,0.02
bitsperweight,0.02
executionsuccessrate,0.02
constraintsatisfaction,0.02
syntaxvalidity,0.02
contentsafety,0.02
responsehelpfulness,0.02
tokensperwatt,0.02
equitygap,0.02
gradeimprovement,0.02
taskcompletion,0.02
codequality,0.02
selectiverisk,0.02
balancedaccuracy,0.02
offpolicyrisk,0.02
policyvalueerror,0.02
clinicianrating,0.02
sliceaccuracy,0.02
tasklevelsteplevelefficiency,0.02
cindex,0.02
toxicity,0.02
averagewait,0.02
chargingutilization,0.02
peakload,0.02
subgoalcompletion,0.02
crafterscore,0.02
privacyleakage,0.02
queryexecutionaccuracy,0.02
assemblysuccess,0.02
lpips,0.02
ssim,0.02
offlinethroughput,0.02
trainingtokens,0.02
sparsityrate,0.02
jainfairness,0.02
averagethroughput,0.02
distinct4,0.02
averageretries,0.02
solverate,0.02
responsibilityscore,0.02
apicost,0.02
bestknowngap,0.02
objectivevalue,0.02
bincount,0.02
blockrate,0.02
decodingspeedup,0.02
softmaxlinf,0.02
runtimespeed,0.02
unittests,0.02
kernelthroughput,0.02
categoryrlperformancemetrics,0.02
pathlength,0.02
videoqaaccuracy,0.02
structuraldiversity,0.02
intentpreservation,0.02
deceptionrate,0.02
averagepayoff,0.02
responsequalityscore,0.02
echoingfrequency,0.02
identitydriftrate,0.02
clinicalaccuracy,0.02
comprehensionscore,0.02
metaphoradequacy,0.02
stylevariance,0.02
verbosityratio,0.02
searchtime,0.02
compilerate,0.02
sequencelength,0.02
dollarcost,0.02
autonomyscore,0.02
tasklatency,0.02
taskcost,0.02
contentharmfulness,0.02
nashwelfare,0.02
halsteadvolume,0.02
averagepower,0.02
stereotypebias,0.02
fde,0.02
ade,0.02
rankic,0.02
informationratio,0.02
topkmatch,0.02
searchcost,0.02
temporaliou,0.02
crossentropy,0.02
mediandistance,0.02
meandistanceerror,0.02
tourlength,0.02
regretn,0.02
fitnessimprovement,0.02
controllerarea,0.02
controllerpower,0.02
energyperbit,0.02
speedup,0.02
kernellatency,0.02
abstentionaccuracy,0.02
safetyrating,0.02
permutationbias,0.02
bitsperbase,0.02
xparacon,0.02
faultcoverage,0.02
severityscore,0.02
coordinationscore,0.02
voltageviolations,0.02
categorymetricvaluetypestringarraydescriptionquantitativemetricstoevaluateperformanceonclassificationdetectionsegmentationandvqastyletasksexamplevalues,0.02
loglikelihood,0.02
rubricscore,0.02
robustnessindex,0.02
regret,0.02
totalprofit,0.02
gptscore,0.02
planqualityscore,0.02
kanonymity,0.02
reactiontime,0.02
goalsuccess,0.02
groundingaccuracy,0.02
humanfaithfulness,0.02
worksaved,0.02
turnefficiency,0.02
unweightedaveragerecall,0.02
tokensperjoule,0.02
localizationerror,0.02
falsenegative,0.02
judgeagreement,0.02
languageidaccuracy,0.02
optioninvariance,0.02
editconsistency,0.02
matthewscorrelation,0.02
iouaccuracy,0.02
llmcallrate,0.02
taskperformanceoverthinkingbehaviorbackdooreffect,0.02
overreachrate,0.02
completenessscore,0.02
nameaccuracycategorytaskperformance,0.02
nameperplexitycategorylanguagemodeling,0.02
parsingaccuracy,0.02
longbenchscore,0.02
humanlikeness,0.02
utilitygap,0.02
eloscore,0.02
numericaccuracy,0.02
readabilityscore,0.02
passrate,0.02
zipfexponent,0.02
epsilondp,0.02
typearrayitemstypestringmaxwords3descriptionspecificevaluationmetricnamedescriptionlistofoneormoremetricstomeasurestanceinferenceperformance,0.02
querycount,0.02
lanedeviation,0.02
numberneededscreening,0.02
stereotypescore,0.02
runtimelatency,0.02
feverscore,0.02
correctionrate,0.02
bitaccuracy,0.02
frechetmotiondistance,0.02
mpjpe,0.02
cooperationstability,0.02
meanpayoff,0.02
averagecooperation,0.02
policyviolation,0.02
gpumemoryutilization,0.02
timetofirsttoken,0.02
coldstartlatency,0.02
logicalequivalence,0.02
attackaccuracy,0.02
smutilization,0.02
decodelatency,0.02
prefilllatency,0.02
susscore,0.02
eer,0.02
cvarrisk,0.02
clientdrift,0.02
paretohypervolume,0.02
diacriticerrorrate,0.02
wordlengthmse,0.02
perclassaccuracy,0.02
episodelength,0.02
ndcg5,0.02
hammingloss,0.02
heapsexponent,0.02
hausdorffdistance,0.02
