source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
DeepSeek,Question answering,Anthropic,54,5.43,14.71,6.47
DeepSeek,Summarization,OpenAI,47,4.72,2.52,30.92
DeepSeek,Generation,Anthropic,46,4.62,12.53,5.15
DeepSeek,Regression,Meta AI,46,4.62,2.66,21.9
DeepSeek,Summarization,Meta AI,45,4.52,2.61,29.61
DeepSeek,Reinforcement learning,Meta AI,45,4.52,2.61,28.48
DeepSeek,Reasoning,Mistral AI,44,4.42,21.78,3.88
DeepSeek,Multimodal integration,OpenAI,41,4.12,2.2,26.62
DeepSeek,Classification,Mistral AI,41,4.12,20.3,3.26
DeepSeek,Sequence labeling,OpenAI,39,3.92,2.09,28.06
DeepSeek,Question answering,Mistral AI,39,3.92,19.31,4.68
DeepSeek,Sequence labeling,Meta AI,37,3.72,2.14,26.62
DeepSeek,Object detection,Other / Academic,36,3.62,3.44,42.86
DeepSeek,Forecasting,OpenAI,35,3.52,1.88,29.91
DeepSeek,Reinforcement learning,Other / Academic,34,3.42,3.24,21.52
DeepSeek,Forecasting,Other / Academic,33,3.32,3.15,28.21
DeepSeek,Forecasting,Meta AI,32,3.22,1.85,27.35
DeepSeek,Generation,Mistral AI,30,3.02,14.85,3.36
DeepSeek,Alignment,Other / Academic,27,2.71,2.58,11.44
DeepSeek,Alignment,Anthropic,26,2.61,7.08,11.02
DeepSeek,Sequence labeling,Google DeepMind,24,2.41,4.12,17.27
DeepSeek,Object detection,OpenAI,24,2.41,1.29,28.57
DeepSeek,Sequence labeling,Other / Academic,24,2.41,2.29,17.27
DeepSeek,Retrieval,Google DeepMind,22,2.21,3.78,7.89
DeepSeek,Classification,Microsoft Research,22,2.21,29.33,1.75
DeepSeek,Multimodal integration,Google DeepMind,22,2.21,3.78,14.29
DeepSeek,Regression,Google DeepMind,21,2.11,3.61,10.0
DeepSeek,Multimodal integration,Meta AI,20,2.01,1.16,12.99
DeepSeek,Dialogue,Google DeepMind,20,2.01,3.44,10.58
DeepSeek,Translation,OpenAI,19,1.91,1.02,33.33
DeepSeek,Summarization,Other / Academic,19,1.91,1.81,12.5
DeepSeek,Translation,Meta AI,18,1.81,1.04,31.58
DeepSeek,Summarization,Google DeepMind,18,1.81,3.09,11.84
DeepSeek,Classification,Hugging Face,16,1.61,32.65,1.27
DeepSeek,Alignment,Google DeepMind,16,1.61,2.75,6.78
DeepSeek,Dialogue,Anthropic,15,1.51,4.09,7.94
DeepSeek,Dialogue,Other / Academic,14,1.41,1.34,7.41
DeepSeek,Object detection,Meta AI,14,1.41,0.81,16.67
DeepSeek,Retrieval,Anthropic,13,1.31,3.54,4.66
DeepSeek,Retrieval,Mistral AI,12,1.21,5.94,4.3
DeepSeek,Reinforcement learning,Anthropic,12,1.21,3.27,7.59
DeepSeek,Clustering,OpenAI,11,1.11,0.59,30.56
DeepSeek,Clustering,Meta AI,10,1.01,0.58,27.78
DeepSeek,Alignment,Mistral AI,10,1.01,4.95,4.24
DeepSeek,Summarization,Anthropic,9,0.9,2.45,5.92
DeepSeek,Reasoning,Hugging Face,9,0.9,18.37,0.79
DeepSeek,Forecasting,Google DeepMind,8,0.8,1.37,6.84
DeepSeek,Summarization,Mistral AI,8,0.8,3.96,5.26
DeepSeek,Generation,Microsoft Research,8,0.8,10.67,0.89
DeepSeek,Question answering,Microsoft Research,8,0.8,10.67,0.96
DeepSeek,Reasoning,Microsoft Research,8,0.8,10.67,0.71
DeepSeek,Translation,Other / Academic,8,0.8,0.76,14.04
DeepSeek,Regression,Anthropic,8,0.8,2.18,3.81
DeepSeek,Generation,DeepSeek,8,0.8,33.33,0.89
DeepSeek,Object detection,Google DeepMind,8,0.8,1.37,9.52
DeepSeek,Reasoning,DeepSeek,7,0.7,29.17,0.62
DeepSeek,Retrieval,Microsoft Research,7,0.7,9.33,2.51
DeepSeek,Question answering,Hugging Face,7,0.7,14.29,0.84
DeepSeek,Forecasting,Anthropic,7,0.7,1.91,5.98
DeepSeek,Clustering,Other / Academic,7,0.7,0.67,19.44
DeepSeek,Generation,Hugging Face,6,0.6,12.24,0.67
DeepSeek,Sequence labeling,Anthropic,6,0.6,1.63,4.32
DeepSeek,Classification,Alibaba / Qwen team,5,0.5,20.0,0.4
DeepSeek,Regression,Hugging Face,5,0.5,10.2,2.38
DeepSeek,Reinforcement learning,Google DeepMind,5,0.5,0.86,3.16
DeepSeek,Question answering,Alibaba / Qwen team,5,0.5,20.0,0.6
DeepSeek,Reasoning,Alibaba / Qwen team,5,0.5,20.0,0.44
DeepSeek,Ranking,Other / Academic,5,0.5,0.48,38.46
DeepSeek,Translation,Google DeepMind,5,0.5,0.86,8.77
DeepSeek,Sequence labeling,Mistral AI,5,0.5,2.48,3.6
DeepSeek,Dialogue,Mistral AI,4,0.4,1.98,2.12
DeepSeek,Regression,Mistral AI,4,0.4,1.98,1.9
DeepSeek,Clustering,Google DeepMind,4,0.4,0.69,11.11
DeepSeek,Generation,Alibaba / Qwen team,4,0.4,16.0,0.45
DeepSeek,Multimodal integration,Microsoft Research,4,0.4,5.33,2.6
DeepSeek,Summarization,Microsoft Research,4,0.4,5.33,2.63
DeepSeek,Ranking,OpenAI,4,0.4,0.21,30.77
DeepSeek,Decision Making,OpenAI,3,0.3,0.16,50.0
DeepSeek,Translation,Anthropic,3,0.3,0.82,5.26
DeepSeek,Classification,DeepSeek,3,0.3,12.5,0.24
DeepSeek,Regression,Microsoft Research,3,0.3,4.0,1.43
DeepSeek,Sequence labeling,Microsoft Research,3,0.3,4.0,2.16
DeepSeek,Summarization,Hugging Face,2,0.2,4.08,1.32
DeepSeek,Multimodal integration,Anthropic,2,0.2,0.54,1.3
DeepSeek,Dialogue,Microsoft Research,2,0.2,2.67,1.06
DeepSeek,Ranking,Microsoft Research,2,0.2,2.67,15.38
DeepSeek,Reinforcement learning,Mistral AI,2,0.2,0.99,1.27
DeepSeek,Decision Making,Meta AI,2,0.2,0.12,33.33
DeepSeek,Clustering,Anthropic,2,0.2,0.54,5.56
DeepSeek,Multimodal integration,Alibaba / Qwen team,2,0.2,8.0,1.3
DeepSeek,Retrieval,Hugging Face,2,0.2,4.08,0.72
DeepSeek,Safety,OpenAI,1,0.1,0.05,33.33
DeepSeek,Retrieval,DeepSeek,1,0.1,4.17,0.36
DeepSeek,Optimization,Meta AI,1,0.1,0.06,33.33
DeepSeek,Safety,Google DeepMind,1,0.1,0.17,33.33
DeepSeek,Safety,Meta AI,1,0.1,0.06,33.33
DeepSeek,Optimization,OpenAI,1,0.1,0.05,33.33
DeepSeek,"Forecasting, Generation",Meta AI,1,0.1,0.06,33.33
DeepSeek,"Reasoning, Generation",OpenAI,1,0.1,0.05,50.0
DeepSeek,"Forecasting, Generation",Anthropic,1,0.1,0.27,33.33
DeepSeek,"Forecasting, Generation",OpenAI,1,0.1,0.05,33.33
DeepSeek,Ranking,Meta AI,1,0.1,0.06,7.69
DeepSeek,Retrieval,Alibaba / Qwen team,1,0.1,4.0,0.36
DeepSeek,Sequence labeling,Alibaba / Qwen team,1,0.1,4.0,0.72
DeepSeek,Alignment,Alibaba / Qwen team,1,0.1,4.0,0.42
DeepSeek,Forecasting,Mistral AI,1,0.1,0.5,0.85
DeepSeek,Object detection,Anthropic,1,0.1,0.27,1.19
DeepSeek,Translation,Mistral AI,1,0.1,0.5,1.75
DeepSeek,Translation,Hugging Face,1,0.1,2.04,1.75
DeepSeek,Optimization,DeepSeek,1,0.1,4.17,33.33
DeepSeek,Problem Solving,OpenAI,1,0.1,0.05,50.0
DeepSeek,Translation,DeepSeek,1,0.1,4.17,1.75
DeepSeek,Reinforcement learning,Microsoft Research,1,0.1,1.33,0.63
DeepSeek,Clustering,Mistral AI,1,0.1,0.5,2.78
DeepSeek,Question answering,DeepSeek,1,0.1,4.17,0.12
DeepSeek,Regression,DeepSeek,1,0.1,4.17,0.48
DeepSeek,"Reasoning, Classification",Other / Academic,1,0.1,0.1,50.0
DeepSeek,"Reasoning, Classification",Meta AI,1,0.1,0.06,50.0
DeepSeek,Forecasting,Microsoft Research,1,0.1,1.33,0.85
DeepSeek,Generation,Stability AI,1,0.1,33.33,0.11
DeepSeek,Question answering,Stability AI,1,0.1,33.33,0.12
DeepSeek,Classification,Stability AI,1,0.1,33.33,0.08
DeepSeek,Reinforcement learning,DeepSeek,1,0.1,4.17,0.63
DeepSeek,Object detection,Microsoft Research,1,0.1,1.33,1.19
DeepSeek,Translation,Alibaba / Qwen team,1,0.1,4.0,1.75
DeepSeek,Problem Solving,Anthropic,1,0.1,0.27,50.0
DeepSeek,"Reasoning, Generation",Meta AI,1,0.1,0.06,50.0
DeepSeek,Decision Making,Anthropic,1,0.1,0.27,16.67
DeepSeek,Clustering,Microsoft Research,1,0.1,1.33,2.78
DeepSeek,Ranking,Google DeepMind,1,0.1,0.17,7.69
DeepSeek,Alignment,Hugging Face,1,0.1,2.04,0.42
