source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
DeepSeek,Decision Making,Graph Neural Network (Gnn),6,0.63,14.29,1.12
DeepSeek,Decision Making,RNN,6,0.63,16.22,1.12
DeepSeek,Reasoning,RNN,6,0.63,16.22,0.64
DeepSeek,Learning,Graph Neural Network (Gnn),5,0.52,11.9,1.67
DeepSeek,Reasoning,Probabilistic,5,0.52,16.67,0.54
DeepSeek,Problem Solving,Probabilistic,5,0.52,16.67,0.98
DeepSeek,Empathy,Generative,5,0.52,0.63,12.2
DeepSeek,Problem Solving,RNN,5,0.52,13.51,0.98
DeepSeek,Emotion,Tree-Based,5,0.52,6.49,2.45
DeepSeek,Theory of Mind,Generative,5,0.52,0.63,27.78
DeepSeek,Problem Solving,Linear,4,0.42,9.52,0.78
DeepSeek,Perception,Graph Neural Network (Gnn),4,0.42,9.52,1.34
DeepSeek,Perception,Reinforcement Learning (Rl),4,0.42,6.35,1.34
DeepSeek,Perception,RNN,4,0.42,10.81,1.34
DeepSeek,Attention,Linear,4,0.42,9.52,1.72
DeepSeek,Problem Solving,Graph Neural Network (Gnn),4,0.42,9.52,0.78
DeepSeek,Memory,Graph Neural Network (Gnn),4,0.42,9.52,1.75
DeepSeek,Emotion,Reinforcement Learning (Rl),4,0.42,6.35,1.96
DeepSeek,Emotion,Linear,4,0.42,9.52,1.96
DeepSeek,Problem Solving,CNN,4,0.42,6.25,0.78
DeepSeek,Social Reasoning,Graph Neural Network (Gnn),4,0.42,9.52,1.47
DeepSeek,Learning,RNN,4,0.42,10.81,1.33
DeepSeek,Memory,Probabilistic,3,0.31,10.0,1.32
DeepSeek,Learning,Linear,3,0.31,7.14,1.0
DeepSeek,Attention,Reinforcement Learning (Rl),3,0.31,4.76,1.29
DeepSeek,Emotion,Probabilistic,3,0.31,10.0,1.47
DeepSeek,Emotion,Graph Neural Network (Gnn),3,0.31,7.14,1.47
DeepSeek,Cognitive Load,RNN,2,0.21,5.41,12.5
DeepSeek,Cognitive Load,Linear,2,0.21,4.76,12.5
DeepSeek,Memory,Reinforcement Learning (Rl),2,0.21,3.17,0.88
DeepSeek,Memory,Tree-Based,2,0.21,2.6,0.88
DeepSeek,Memory,RNN,2,0.21,5.41,0.88
DeepSeek,Personality,Linear,2,0.21,4.76,4.26
DeepSeek,Perception,Probabilistic,2,0.21,6.67,0.67
DeepSeek,Emotion,RNN,2,0.21,5.41,0.98
DeepSeek,Cognitive Load,Generative,2,0.21,0.25,12.5
DeepSeek,Attention,Probabilistic,2,0.21,6.67,0.86
DeepSeek,Cognitive Load,Tree-Based,2,0.21,2.6,12.5
DeepSeek,Personality,Graph Neural Network (Gnn),2,0.21,4.76,4.26
DeepSeek,Reasoning,Kernel Models,2,0.21,33.33,0.21
DeepSeek,Emotion,CNN,2,0.21,3.12,0.98
DeepSeek,Learning,Probabilistic,2,0.21,6.67,0.67
DeepSeek,Social Reasoning,Kernel Models,2,0.21,33.33,0.74
DeepSeek,Perception,Linear,2,0.21,4.76,0.67
DeepSeek,Memory,Linear,2,0.21,4.76,0.88
DeepSeek,Language,Transformer,1,0.1,0.04,100.0
DeepSeek,Moral Cognition,Linear,1,0.1,2.38,0.78
DeepSeek,Empathy,Reinforcement Learning (Rl),1,0.1,1.59,2.44
DeepSeek,Personality,Reinforcement Learning (Rl),1,0.1,1.59,2.13
DeepSeek,Social Reasoning,Linear,1,0.1,2.38,0.37
DeepSeek,Moral Cognition,Reinforcement Learning (Rl),1,0.1,1.59,0.78
DeepSeek,Personality,Tree-Based,1,0.1,1.3,2.13
DeepSeek,Moral Cognition,Tree-Based,1,0.1,1.3,0.78
DeepSeek,Empathy,Tree-Based,1,0.1,1.3,2.44
DeepSeek,Social Reasoning,Probabilistic,1,0.1,3.33,0.37
DeepSeek,Emotion,Kernel Models,1,0.1,16.67,0.49
DeepSeek,Attention,Graph Neural Network (Gnn),1,0.1,2.38,0.43
DeepSeek,Perception,Tree-Based,1,0.1,1.3,0.33
DeepSeek,Decision Making,Kernel Models,1,0.1,16.67,0.19
DeepSeek,Social Reasoning,Reinforcement Learning (Rl),1,0.1,1.59,0.37
