source,dataset_subcategory,model_subcategory,paper_count,paper_percent,model_column_percent,dataset_row_percent
DeepSeek,Problem Solving,Microsoft Research,15,1.57,18.99,1.71
DeepSeek,Learning,Anthropic,14,1.46,3.6,3.17
DeepSeek,Reasoning,Hugging Face,14,1.46,25.93,0.91
DeepSeek,Social Reasoning,Mistral AI,14,1.46,6.64,2.98
DeepSeek,Attention,Mistral AI,13,1.36,6.16,4.09
DeepSeek,Reasoning,DeepSeek,12,1.26,40.0,0.78
DeepSeek,Problem Solving,DeepSeek,12,1.26,40.0,1.37
DeepSeek,Problem Solving,Hugging Face,10,1.05,18.52,1.14
DeepSeek,Theory of Mind,OpenAI,10,1.05,0.52,35.71
DeepSeek,Perception,Anthropic,8,0.84,2.06,2.26
DeepSeek,Decision Making,Microsoft Research,8,0.84,10.13,0.97
DeepSeek,Theory of Mind,Meta AI,8,0.84,0.46,28.57
DeepSeek,Learning,Microsoft Research,8,0.84,10.13,1.81
DeepSeek,Empathy,Other / Academic,8,0.84,0.81,10.96
DeepSeek,Decision Making,Hugging Face,8,0.84,14.81,0.97
DeepSeek,Moral Cognition,Mistral AI,8,0.84,3.79,3.23
DeepSeek,Attention,Microsoft Research,7,0.73,8.86,2.2
DeepSeek,Personality,Other / Academic,7,0.73,0.71,9.72
DeepSeek,Emotion,Mistral AI,7,0.73,3.32,2.21
DeepSeek,Cognitive Load,OpenAI,7,0.73,0.37,41.18
DeepSeek,Empathy,Google DeepMind,6,0.63,1.12,8.22
DeepSeek,Personality,Google DeepMind,6,0.63,1.12,8.33
DeepSeek,Reasoning,Alibaba / Qwen team,6,0.63,33.33,0.39
DeepSeek,Perception,Microsoft Research,6,0.63,7.59,1.69
DeepSeek,Social Reasoning,Hugging Face,5,0.52,9.26,1.06
DeepSeek,Theory of Mind,Google DeepMind,5,0.52,0.94,17.86
DeepSeek,Cognitive Load,Other / Academic,5,0.52,0.51,29.41
DeepSeek,Emotion,Microsoft Research,4,0.42,5.06,1.26
DeepSeek,Moral Cognition,Hugging Face,4,0.42,7.41,1.61
DeepSeek,Emotion,Hugging Face,4,0.42,7.41,1.26
DeepSeek,Learning,Alibaba / Qwen team,4,0.42,22.22,0.91
DeepSeek,Problem Solving,Alibaba / Qwen team,4,0.42,22.22,0.46
DeepSeek,Empathy,Anthropic,4,0.42,1.03,5.48
DeepSeek,Personality,Anthropic,4,0.42,1.03,5.56
DeepSeek,Learning,Hugging Face,4,0.42,7.41,0.91
DeepSeek,Perception,Mistral AI,4,0.42,1.9,1.13
DeepSeek,Empathy,Mistral AI,3,0.31,1.42,4.11
DeepSeek,Theory of Mind,Other / Academic,3,0.31,0.3,10.71
DeepSeek,Memory,Microsoft Research,3,0.31,3.8,0.79
DeepSeek,Decision Making,DeepSeek,3,0.31,10.0,0.36
DeepSeek,Cognitive Load,Google DeepMind,2,0.21,0.37,11.76
DeepSeek,Memory,Alibaba / Qwen team,2,0.21,11.11,0.53
DeepSeek,Learning,DeepSeek,2,0.21,6.67,0.45
DeepSeek,Social Reasoning,Microsoft Research,2,0.21,2.53,0.43
DeepSeek,Cognitive Load,Meta AI,2,0.21,0.11,11.76
DeepSeek,Attention,Hugging Face,1,0.1,1.85,0.31
DeepSeek,Personality,Hugging Face,1,0.1,1.85,1.39
DeepSeek,Theory of Mind,Anthropic,1,0.1,0.26,3.57
DeepSeek,Language,Meta AI,1,0.1,0.06,50.0
DeepSeek,Language,Mistral AI,1,0.1,0.47,50.0
DeepSeek,Cognitive Load,Anthropic,1,0.1,0.26,5.88
DeepSeek,Memory,Hugging Face,1,0.1,1.85,0.26
DeepSeek,Attention,DeepSeek,1,0.1,3.33,0.31
DeepSeek,Perception,Alibaba / Qwen team,1,0.1,5.56,0.28
DeepSeek,Perception,Hugging Face,1,0.1,1.85,0.28
DeepSeek,Decision Making,Stability AI,1,0.1,50.0,0.12
DeepSeek,Reasoning,Stability AI,1,0.1,50.0,0.06
DeepSeek,Social Reasoning,Alibaba / Qwen team,1,0.1,5.56,0.21
DeepSeek,Theory of Mind,Hugging Face,1,0.1,1.85,3.57
DeepSeek,Personality,Mistral AI,1,0.1,0.47,1.39
