,count
ndcg10,2
semanticfidelity,2
computationtime,2
fairnessmetric,2
sensitivity,2
communicationcost,2
tokenspersecond,2
kappascore,2
semanticsimilarity,2
fairnessscore,2
backdoorsuccessrate,2
factualaccuracy,2
cer,2
functionalcorrectness,2
silhouettescore,2
probingaccuracy,2
sequenceaccuracy,2
taillatency,2
wer,2
linecoverage,2
agreementrate,2
patchsuccessrate,2
purity,2
semanticaccuracy,2
instructionaccuracy,2
reasoningaccuracy,2
completiontime,2
asr,2
fpr95,2
sampleefficiency,2
mos,2
syntacticcorrectness,2
lossvariance,2
harmrate,2
mota,2
hota,2
tokenefficiency,2
forgettingscore,2
identityconsistency,2
adversarialaccuracy,2
rocauc,2
expertrating,2
timetaken,2
spatialaccuracy,2
sloattainment,2
optimizationtime,2
bestfitness,2
spl,2
bugcount,2
recallk,2
planaccuracy,2
stepcount,2
benignaccuracy,2
timecost,2
hallucinationscore,2
codequality,2
maximumdrawdown,2
inferencespeed,2
optimalitygap,2
demographicparity,2
tokenusage,2
qualityscore,2
uncertaintyscore,2
precision10,2
correlation,2
worderrorrate,2
distinct1,2
miou,2
chamferdistance,2
plannersuccessrate,2
ethicalaccuracy,2
bestaccuracy,2
rewardscore,2
utilityscore,2
safetycompliance,2
averagecost,2
sparsity,2
nasatlx,2
responselatency,2
kappa,2
spatialiou,2
meanreciprocalrank,2
compliancerate,2
humanratings,2
kld,1
attackaccuracy,1
readabilityscore,1
topiccoherence,1
rewardrate,1
latency99th,1
hr,1
satisfactionscore,1
leakagerate,1
privacyepsilon,1
temporaliou,1
faithfulnessscore,1
truthfulqamc,1
ragas,1
factscore,1
predictionerror,1
localizationaccuracy,1
gapscore,1
fps,1
areausage,1
patchqualityscore,1
functionalcorrectnessscore,1
compilationsuccessrate,1
reconstructionerror,1
humanpreferencescore,1
languagewiseaccuracy,1
macroaverage,1
costperjudgment,1
exam,1
rankingcorrelation,1
separabilityaccuracy,1
memoryrecall,1
contextconsistency,1
schemacompliance,1
jsonvalidity,1
semanticequivalence,1
statisticalsignificancetest,1
harmfulrefusalrate,1
p99latency,1
exploitabilityscore,1
usersatisfaction,1
gpumemory,1
normalizedscore,1
sdr,1
toolusagerate,1
confidenceintervalcoverage,1
biascorrectedaccuracy,1
entityrecall,1
factcheckingaccuracy,1
tokenaccuracy,1
kernelalignment,1
varianceexplained,1
relationaccuracy,1
diagramaccuracy,1
timespent,1
knowledgegain,1
factcc,1
tuningtime,1
fde,1
ade,1
martingalescore,1
balancedaccuracy,1
retrievalprecision,1
repairaccuracy,1
rulecount,1
bisectsteps,1
flipcount,1
explainabilitymetric,1
truthfulaccuracy,1
convergencerate,1
speedscore,1
hypervolume,1
diversityscore,1
spectralmse,1
communityalignment,1
epistemicstability,1
stanceconsistency,1
llmcallcount,1
mase,1
smape,1
roundtripaccuracy,1
saliencyaccuracy,1
moralfoundationaccuracy,1
bitaccuracy,1
sustainabilityindex,1
averagepayoff,1
stressresilience,1
alignmentconsistency,1
ethicalentropy,1
adaptationscore,1
motionfid,1
tasksuccess,1
turnefficiency,1
chair,1
legalaccuracy,1
stepcorrectionrate,1
rectificationaccuracy,1
failovertime,1
checkpointtime,1
trainingloss,1
egoismscore,1
miaaucroc,1
miaaccuracy,1
giniindex,1
itemexposuredisparity,1
falserejectionrate,1
refusalinconsistencyrate,1
semanticconfusionscore,1
securitybits,1
timetofirsttoken,1
coldstartlatency,1
sentimentaccuracy,1
fairnessdiscrepancy,1
jsdivergence,1
convergenceiterations,1
groundingaccuracy,1
taskcompletion,1
emotionaccuracy,1
temporalprecision,1
hierarchicalscore,1
uniquecrashes,1
pathlength,1
planningtime,1
positionalaccuracy,1
attacksuccess,1
politicalbias,1
tokenlevelaccuracy,1
datafidelity,1
meanrank,1
energysavings,1
averageturns,1
toolbench,1
gsm8k,1
mmlu,1
beliefconsistency,1
actionaccuracy,1
riskmeasure,1
costperinference,1
generationspeed,1
selfbleu,1
normalizedmutualinformation,1
adjustedrandindex,1
drivingscore,1
fairnessgap,1
chisquared,1
confidencescore,1
validationaccuracy,1
chisquaregoodnessoffit,1
wassersteindistance,1
kolmogorovsmirnovstatistic,1
plancost,1
silhouette,1
quadratickappa,1
pluralismscore,1
creativitymetric,1
relevancescore,1
humanfunniness,1
clickthroughrate,1
shapanalysis,1
parameterreconstructionaccuracy,1
bypassrate,1
jaccardsimilarity,1
trials,1
time,1
expertcomparison,1
toolmisusescore,1
threatfrequencyrate,1
threatseverityscore,1
cpuutilization,1
piirecall,1
aucpr,1
cka,1
bandwidthusage,1
gradecorrelation,1
shapvaluecorrelation,1
beliefactioncoherence,1
shannonentropy,1
sequencerecovery,1
tmscore,1
jaccardindex,1
fleisskappa,1
toolreuserate,1
optimizationqualityscore,1
demographicbias,1
inferencecost,1
clinicaltrialoverlap,1
serenqavalidation,1
riskprevalence,1
severityscore,1
semanticentropy,1
aucscore,1
toolutilization,1
coordinationscore,1
preferenceaccuracy,1
stepefficiency,1
reasoningscore,1
parallelcoverage,1
vulnerabilityrate,1
passk,1
inputcoverage,1
syntaxcorrectness,1
timetomitigate,1
retainaccuracy,1
meanreward,1
humaninterventionfrequency,1
concealmentrate,1
disclosurerate,1
vulnerabilitycount,1
functionscore,1
perceptionaverage,1
susscore,1
meandistance,1
answeraccuracy,1
em,1
guidelinescore,1
syntaxscore,1
jointaccuracy,1
spectrumreconstructionerror,1
designaccuracy,1
decisioncost,1
riskcoverage,1
repetitionrate,1
stepreduction,1
area,1
excessrisk,1
savingtime,1
checkpointsize,1
editdistance,1
fidelityscore,1
adaptationspeed,1
scalability,1
truthfulness,1
compilationsuccess,1
objectivecorrectness,1
constraintaccuracy,1
exactmatchaccuracy,1
intercoderagreement,1
humaneval,1
harmscore,1
biasmetric,1
faultdetection,1
taskcompletionrate,1
aic,1
faithfulness,1
stabilityindex,1
astmatch,1
improvementrate,1
energyconsumption,1
covertnessscore,1
toolusagereliability,1
testscore,1
forecastaccuracy,1
mutualinformation,1
tasktime,1
resolutionaccuracy,1
hitratio,1
toolaccuracy,1
charactererrorrate,1
semanticvalidity,1
syntacticvalidity,1
dialogueconsistency,1
goodput,1
latencyoverhead,1
toxicity,1
persuasionscore,1
riskawareness,1
conversionrate,1
controladherence,1
correlationcoefficient,1
logloss,1
harmlessnessscore,1
blindrejectionrate,1
lemmaaccuracy,1
constraintsatisfaction,1
expectedcost,1
solutionerror,1
peakmemory,1
defenseefficacy,1
validitypercentage,1
ablationaccuracy,1
agreementscore,1
tokencompressionratio,1
securitycompliancescore,1
elorating,1
moveaccuracy,1
quadraticweightedkappa,1
publicationacceptance,1
feasibilityrate,1
interpretabilityscore,1
traceabilityscore,1
redundancyscore,1
optimizationiterations,1
rewardvariance,1
codeaccuracy,1
statisticalparity,1
trainingspeed,1
checklistcompliance,1
tomaccuracy,1
syntaxvalidity,1
llmjudge,1
urdfvalidity,1
articulationaccuracy,1
taskdiversity,1
averagereward,1
dtw,1
timetoproof,1
averageprooflength,1
proofsuccessrate,1
cronbachsalpha,1
makespan,1
defenseevasionrate,1
generalizationerror,1
calibration,1
corpusdiversity,1
rmsea,1
humanlikert,1
cfi,1
pathvalidity,1
factorloadings,1
polysemyscore,1
hit1,1
mdpaccuracy,1
systemrobustness,1
defenseaccuracy,1
bandwidthutilization,1
flopsreduction,1
debtdensity,1
architectureconformancescore,1
transferrate,1
errorcorrection,1
steppreservation,1
biasdisparity,1
feedbacklatency,1
stepaccuracy,1
krippendorffalpha,1
modelsparsity,1
memory,1
averagetraveltime,1
peakthroughputfraction,1
perturbationimpact,1
detectiontime,1
areaoverhead,1
evasionrate,1
injectionsuccessrate,1
interactionquality,1
clinicalaccuracy,1
contextdivergence,1
datatransferred,1
bayesianoptimalityscore,1
harmfulnessrate,1
autocorrelation,1
commandaccuracy,1
policyefficiency,1
verificationtime,1
utilitypreservation,1
forgettingcompleteness,1
f0stability,1
speakersimilarity,1
calibrationscore,1
stereotypescore,1
envtracescore,1
statisticalindependence,1
cachehitrate,1
operationtime,1
benignrefusalrate,1
promptalignment,1
layoutcoherence,1
efficiencyratio,1
scalabilityfactor,1
odrlvalidity,1
harmfulrate,1
responsesimilarity,1
learninggain,1
debuggingsuccess,1
reflectiondepth,1
testsuitepassrate,1
deescalationsuccess,1
toxicityreduction,1
latencysatisfaction,1
constraintviolationrate,1
allocationaccuracy,1
chairscore,1
acceptancescore,1
faultdetectionrate,1
shd,1
overfittingratio,1
abstentionaccuracy,1
humanlikeness,1
finetuningresilience,1
jailbreakrate,1
rsquaredscore,1
nasatlxscore,1
adjustmentcount,1
taskcompletiontime,1
explanationfluency,1
resourceusage,1
fairness,1
r2,1
hits1,1
safetyrate,1
gasusage,1
computationallatency,1
missionsuccessrate,1
coverageefficiency,1
parametervariance,1
reliability,1
traitconsistency,1
grade,1
stealthscore,1
executionsteps,1
bounderror,1
iterationmse,1
terminationaccuracy,1
memoryfootprint,1
trainingtokens,1
pass10,1
selectionaccuracy,1
biasdetectionscore,1
equalizedodds,1
assemblyaccuracy,1
ssim,1
epsilonviolation,1
topkaccuracy,1
utilizationrate,1
totalcost,1
distinct2,1
sloviolations,1
offlinethroughput,1
onlinelatency,1
energyuse,1
fluencyscore,1
solutiondiversity,1
humanjudgementscore,1
searchtime,1
responsecompliance,1
defensesuccessrate,1
xtremescore,1
nashequilibriumdeviation,1
ginicoefficient,1
dataleakage,1
privacyscore,1
queryaccuracy,1
clinicalsurveys,1
readability,1
trialcount,1
temporalconsistencyscore,1
informationcoefficient,1
stylestability,1
retryrate,1
alpha,1
scorecorrelation,1
xparacon,1
strategyaccuracy,1
payoffscore,1
monetarycost,1
runtimecost,1
solutionquality,1
attentionentropy,1
architecturalvalidityrate,1
driftscore,1
structuraldiversity,1
intentpreservation,1
constraintcompliance,1
humancorrelation,1
temporalconsistency,1
ruleprecision,1
surveyscores,1
knowledgecoherence,1
convergencetime,1
controllerarea,1
energyefficiency,1
disparityindex,1
kvcachememory,1
score,1
profit,1
temporalmap,1
videoqaaccuracy,1
correctnessrate,1
feedbackquality,1
difficultycorrelation,1
culturalbiasscore,1
carecompleteness,1
harmseverity,1
harmfrequency,1
reactiontime,1
endtoendscore,1
biasvariance,1
migrationaccuracy,1
riskcoverageauc,1
selectiveaccuracy,1
powerloss,1
voltagedeviation,1
stylematch,1
costsaving,1
explanationfidelity,1
pragmaticquality,1
rubricscore,1
variance,1
benchmarkaccuracy,1
stablerank,1
specificity,1
traininglossvariance,1
averagestepcount,1
triggeredaccuracy,1
harmfuloutputscore,1
misalignmentrate,1
readabilityindex,1
interpretability,1
retentionrate,1
forgettingrate,1
clinicalutility,1
privacyloss,1
carerestraint,1
gsm8kaccuracy,1
expertusage,1
routerentropy,1
safetyviolationcount,1
guidelineadherencescore,1
cognitivebiaserrorrate,1
truthfulnessscore,1
planlength,1
wordordererrorrate,1
bartscore,1
ate,1
therapeuticalliance,1
clinicalappropriateness,1
ipc,1
topologyscore,1
costefficiencyratio,1
stereosetscore,1
networkthroughput,1
ndcg5,1
chrf,1
ter,1
embeddingsimilarity,1
symbolicrecoveryrate,1
endtoendlatency,1
tokenentropy,1
speakerconsistency,1
perplexityscore,1
welfareloss,1
envyscore,1
paymentdeviation,1
leakagescore,1
humanevalpass1,1
